pk_blobs_00.id0,blobs_00.frame_id0,blobs_00.x0,blobs_00.y0,blobs_00.w0,blobs_00.h0,blobs_00.u0
69,22,13,685,316,56,131
70,22,14,745,332,64,149
71,23,15,440,504,100,222
72,23,16,261,693,90,286
73,23,9,99,337,55,79
74,23,13,691,308,55,141
75,24,15,441,505,102,222
76,24,16,256,695,98,279
77,24,9,98,339,56,75
78,25,15,442,506,103,223
79,25,16,243,682,95,308
80,25,9,96,340,57,74
81,26,15,443,507,103,223
82,26,16,237,688,90,304
83,26,9,94,339,55,77
84,27,15,441,509,111,234
85,27,16,224,696,92,298
86,27,9,90,341,57,73
87,28,15,441,509,111,236
88,28,16,206,702,95,299
89,28,9,90,341,58,76
90,29,15,445,511,109,234
91,29,16,194,707,103,279
92,29,9,87,342,59,78
93,29,13,712,318,63,136
94,30,15,446,511,109,236
95,30,16,181,712,109,284
96,30,9,87,344,58,74
97,30,13,714,317,63,137
98,31,13,730,294,83,177
99,31,15,444,512,111,237
100,31,16,113,697,182,324
101,31,9,83,344,63,74
102,32,13,731,293,80,175
103,32,15,447,515,106,238
104,32,16,150,714,120,288
105,32,9,84,347,62,67
106,33,13,732,296,77,170
107,33,15,446,519,105,244
108,33,16,110,700,179,319
109,33,9,76,346,57,73
110,34,13,736,292,81,175
111,34,15,445,520,106,243
112,34,16,107,695,183,329
113,34,9,76,349,55,70
114,35,15,445,522,103,243
115,35,16,95,688,188,343
116,35,9,75,348,56,71
117,36,15,442,526,102,242
118,36,16,90,729,185,309
119,37,15,442,528,100,242
120,38,15,439,530,100,243
121,39,15,440,534,95,243
122,40,15,439,536,96,242
123,41,15,435,539,97,238
124,41,13,766,297,48,168
125,42,15,433,541,100,234
126,42,16,73,737,119,295
127,42,13,767,298,55,163
128,43,15,429,543,101,232
129,43,16,57,741,129,295
130,44,15,430,539,103,260
131,44,16,55,738,123,289
132,45,15,426,539,109,260
133,45,16,51,741,124,288
134,46,15,424,541,109,259
135,46,16,35,760,136,261
136,47,13,784,316,96,138
137,47,15,427,544,106,257
138,47,16,13,739,178,292
139,48,15,423,550,105,258
140,48,16,11,731,184,302
141,48,14,832,323,51,119
142,49,15,423,557,106,253
143,49,16,8,730,187,306
144,49,14,834,324,51,117
145,50,15,420,561,101,254
146,50,16,4,726,195,316
147,50,13,792,312,59,132
148,50,14,836,324,53,116
149,51,15,416,564,106,256
150,51,16,5,738,75,307
151,51,13,799,298,46,138
152,51,14,838,323,52,117
153,51,9,28,355,56,87
154,52,15,416,565,104,259
155,52,16,5,744,79,301
156,52,13,803,302,45,130
157,53,15,415,566,103,264
158,53,16,1,743,87,309
159,53,9,26,359,57,82
160,54,15,415,567,102,264
161,54,16,0,749,109,300
162,54,9,25,360,56,81
163,55,15,416,570,101,257
164,55,9,23,359,58,84
165,56,15,424,570,92,281
166,57,15,422,569,93,285
167,58,15,422,573,94,278
168,59,15,419,579,95,272
169,60,15,418,582,97,265
170,61,15,419,590,96,259
171,62,15,417,600,97,265
172,63,15,413,603,99,265
173,64,15,409,604,103,267
174,65,15,406,604,101,272
175,66,15,404,608,102,268
176,67,15,400,609,106,266
177,68,15,400,613,101,258
178,69,15,395,602,103,302
179,69,9,0,367,54,84
180,70,15,392,604,106,304
181,71,15,380,601,116,315
182,72,15,377,614,124,298
183,73,15,376,619,123,293
184,74,15,372,634,129,277
185,75,15,370,638,132,282
186,76,15,366,641,130,279
187,77,15,362,644,131,279
188,78,15,355,638,145,314
189,79,15,354,640,145,316
190,80,15,359,636,127,331
191,81,15,359,645,122,333
192,82,15,358,653,121,330
193,82,-1,0,652,64,403
194,83,15,360,655,122,328
195,83,-1,3,644,64,423
196,84,15,360,663,123,316
197,85,15,361,665,122,315
198,86,15,360,668,122,311
199,87,15,359,668,119,314
200,88,15,356,669,120,331
201,89,15,354,668,120,338
202,90,15,352,670,119,342
203,90,12,0,712,177,338
204,91,15,350,679,120,336
205,91,12,7,711,182,338
206,92,-1,11,640,175,430
207,92,15,349,686,118,330
208,93,-1,18,635,168,434
209,93,15,345,688,121,340
210,94,-1,26,652,168,414
211,94,15,343,697,120,334
212,95,15,340,697,114,340
213,95,12,35,713,157,334
214,96,12,49,690,151,350
215,96,15,336,700,121,334
216,97,-1,48,654,158,404
217,97,15,328,694,128,366
218,98,12,52,722,159,321
219,98,15,325,703,126,352
220,99,12,68,719,179,321
221,99,15,317,712,130,341
222,100,12,76,720,193,324
223,100,15,310,723,139,323
224,101,12,92,716,211,331
225,101,15,303,730,147,314
226,102,12,99,719,211,322
227,102,15,301,733,145,315
228,103,12,74,698,252,327
229,103,15,302,737,141,316
230,104,12,81,695,241,336
231,104,15,278,745,162,314
232,105,12,99,704,217,316
233,105,15,278,751,162,305
234,106,12,143,707,168,317
235,106,15,279,748,160,316
236,107,12,148,712,171,330
237,107,15,284,746,152,320
238,108,12,156,712,168,332
239,108,15,287,743,148,324
240,109,12,165,716,156,322
241,109,15,288,743,146,321
242,110,12,171,711,146,333
243,110,15,303,747,139,319
244,111,12,194,708,115,294
245,111,15,302,749,141,317
246,112,12,204,698,110,318
247,112,15,303,750,139,316
248,113,12,213,702,105,306
249,113,15,275,734,158,337
250,114,14,1049,316,70,166
251,114,12,222,705,97,293
252,114,15,278,764,157,306
253,115,12,231,698,93,312
254,115,15,279,764,159,306
255,116,14,1051,317,71,166
256,116,12,265,715,155,358
257,117,15,274,712,153,356
258,117,14,1070,303,50,192
259,118,15,279,711,149,355
260,118,14,1072,303,49,194
261,119,15,281,713,155,354
262,119,14,1077,299,48,205
263,120,15,292,711,164,359
264,121,12,293,708,166,365
265,122,12,290,710,172,364
266,123,12,280,716,164,361
267,124,12,281,717,158,360
268,125,15,277,709,154,375
269,126,15,270,719,158,359
270,127,12,358,690,97,335
271,127,15,258,757,158,322
272,128,12,363,696,110,327
273,128,15,251,761,166,318
274,129,12,368,697,117,322
275,129,15,244,770,173,305
276,130,14,1077,320,76,176
277,130,12,372,695,173,324
278,130,15,234,772,187,304
279,131,14,1076,319,78,181
280,131,12,384,694,157,334
281,131,15,228,768,186,309
282,132,12,392,692,158,334
283,132,15,220,769,177,308
284,133,14,1079,320,77,179
285,133,12,410,695,117,328
286,133,15,217,764,174,317
287,134,14,1078,320,79,181
288,134,12,421,697,119,317
289,134,15,198,766,178,315
290,135,12,422,690,151,340
291,135,15,203,768,162,316
292,136,14,1081,318,77,186
293,136,12,437,686,120,335
294,136,15,209,767,113,324
295,137,12,443,692,117,320
296,137,15,200,777,100,310
297,138,12,449,676,112,341
298,138,15,186,780,102,297
299,139,12,459,667,101,357
300,139,15,180,784,100,294
301,139,13,1051,305,50,163
302,139,14,1102,320,49,200
303,140,12,475,662,90,361
304,140,15,157,797,112,277
305,140,13,1050,301,53,172
306,140,14,1106,327,47,188
307,141,12,482,661,86,361
308,141,15,143,801,124,271
309,141,13,1050,306,52,162
310,141,14,1108,330,48,181
311,142,12,491,659,81,362
312,142,15,134,806,127,264
313,142,13,1050,306,53,163
314,142,14,1108,334,50,174
315,143,12,504,662,85,361
316,143,15,111,791,164,289
317,143,13,1054,304,50,165
318,143,14,1109,336,49,174
319,144,12,515,672,90,344
320,144,15,95,793,179,285
321,144,13,1055,321,53,158
322,144,14,1112,334,48,177
323,145,14,1112,341,71,178
324,145,12,521,670,99,342
325,145,15,83,807,184,266
326,145,13,1055,313,52,151
327,146,14,1113,342,71,178
328,146,12,522,673,107,339
329,146,15,71,815,196,258
330,146,13,1056,308,49,160
331,147,13,1047,309,63,181
332,147,14,1114,344,69,179
333,147,12,523,678,114,326
334,147,15,69,804,188,269
335,148,14,1116,344,69,179
336,148,12,525,684,148,314
337,148,15,65,796,190,275
338,148,13,1066,311,46,176
339,149,14,1118,344,70,178
340,149,12,527,683,146,313
341,149,13,1067,299,43,203
342,150,14,1114,344,71,182
343,150,12,531,671,129,335
344,150,13,1072,304,42,193
345,151,14,1115,344,69,182
346,151,12,537,673,126,328
347,151,13,1076,307,38,190
348,152,14,1116,343,71,182
349,152,12,549,671,126,329
350,152,13,1078,304,40,193
351,153,12,565,675,112,323
352,153,13,1080,304,40,196
353,153,14,1125,341,52,169
354,154,12,573,676,103,319
355,154,13,1081,309,41,186
356,154,14,1126,348,54,158
357,155,12,588,672,90,333
358,156,12,602,665,84,343
359,158,12,614,660,89,351
360,159,12,628,656,87,360
361,160,12,637,660,88,351
362,160,13,1088,325,49,164
363,161,12,650,654,91,359
364,161,13,1090,319,49,177
365,162,12,658,664,102,341
366,162,13,1089,316,49,182
367,162,14,1140,346,50,194
368,163,14,1117,342,68,196
369,163,12,658,672,123,328
370,163,13,1090,321,50,172
371,164,14,1117,341,66,199
372,164,12,649,656,159,332
373,164,13,1090,323,51,168
374,165,13,1092,321,52,170
375,165,14,1143,353,50,181
376,166,13,1093,319,53,173
377,167,13,1114,344,71,195
378,167,13,1095,321,52,168
379,168,13,1093,325,55,162
380,168,14,1146,356,51,178
381,169,13,1095,341,52,163
382,169,14,1148,359,49,176
383,170,14,1151,369,65,185
384,170,13,1096,338,51,169
385,171,14,1151,369,67,185
386,171,13,1096,338,52,170
387,172,14,1152,371,67,184
388,172,13,1097,335,51,175
389,173,14,1152,371,69,185
390,173,13,1098,334,49,178
391,174,14,1153,374,70,186
392,174,13,1099,337,51,172
393,175,14,1154,373,70,189
394,175,13,1099,334,51,177
395,176,13,1088,339,67,181
396,176,14,1153,379,71,183
397,177,13,1085,336,69,181
398,177,14,1153,381,76,185
399,178,13,1088,336,66,183
400,178,14,1155,381,76,191
401,179,13,1087,337,66,183
402,179,14,1155,380,77,193
403,180,13,1089,338,64,188
404,180,14,1157,381,76,194
405,181,13,1091,338,62,189
406,181,14,1156,381,78,194
407,182,13,1092,340,64,186
408,182,14,1156,381,77,196
409,183,13,1092,340,63,185
410,183,14,1158,381,76,195
411,184,13,1094,341,62,189
412,184,14,1159,382,71,193
413,184,10,577,287,55,141
414,185,13,1095,344,63,187
415,185,14,1157,381,73,193
416,185,10,578,288,58,139
417,186,13,1097,345,63,188
418,186,14,1159,381,71,193
419,186,10,582,294,57,132
420,187,13,1099,345,65,189
421,187,14,1159,382,71,194
422,188,13,1102,347,63,191
423,188,14,1162,381,68,196
424,189,13,1105,346,63,196
425,189,14,1162,382,66,198
426,189,10,590,292,56,132
427,190,13,1108,346,64,195
428,190,14,1162,382,70,199
429,190,10,588,293,58,129
430,191,13,1112,343,62,204
431,191,14,1160,384,71,199
432,192,13,1115,345,65,204
433,192,14,1161,386,69,200
434,193,13,1119,346,66,203
435,193,14,1161,385,67,203
436,194,13,1119,347,65,200
437,194,14,1160,386,67,206
438,195,13,1117,347,65,201
439,195,14,1163,390,66,202
440,196,13,1119,350,67,199
441,196,14,1163,391,66,200
442,196,12,903,645,176,314
443,197,13,1120,351,66,198
444,197,14,1163,390,69,204
445,198,13,1121,351,67,197
446,198,14,1164,390,69,203
447,198,12,924,635,167,319
448,199,14,1162,388,71,207
449,200,14,1163,387,72,210
450,201,13,1138,354,61,237
451,201,14,1165,394,72,215
452,201,12,995,634,89,320
453,202,13,1139,353,60,233
454,202,14,1169,396,68,214
455,202,12,1000,633,93,319
456,203,13,1136,356,62,230
457,203,14,1168,395,70,216
458,203,12,1018,633,91,317
459,204,13,1136,357,61,224
460,204,14,1169,396,69,213
461,204,12,1023,644,103,298
462,205,13,1136,355,59,229
463,205,14,1168,396,70,215
464,205,12,1018,649,124,287
465,206,13,1138,358,57,233
466,206,14,1166,397,71,214
467,206,12,1016,652,135,281
468,206,10,653,298,60,124
469,207,14,1162,398,76,214
470,207,12,1022,656,134,276
471,207,10,656,292,57,131
472,208,14,1161,398,76,215
473,208,12,1025,651,132,283
474,208,10,660,293,51,132
475,209,14,1160,398,76,215
476,209,12,1025,653,130,281
477,210,14,1160,400,76,214
478,210,12,1029,651,128,286
479,211,14,1159,400,74,217
480,211,12,1034,650,123,291
481,212,14,1158,404,75,213
482,212,12,1038,644,125,301
483,213,14,1158,404,76,217
484,213,12,1054,626,111,336
485,214,14,1156,403,78,222
486,214,12,1056,622,110,344
487,215,14,1155,403,77,224
488,215,12,1059,620,105,345
489,216,14,1155,402,76,225
490,216,12,1062,616,99,354
491,217,14,1154,401,74,225
492,217,12,1060,619,114,331
493,218,14,1154,402,74,223
494,218,12,1060,620,113,327
495,219,14,1153,402,72,223
496,219,12,1059,618,110,329
497,219,10,699,287,55,141
498,220,14,1154,400,69,226
499,220,12,1058,616,110,331
500,221,14,1154,399,69,230
501,221,12,1059,613,107,334
502,222,14,1154,396,70,233
503,222,12,1060,607,103,339
504,223,14,1153,396,70,237
505,223,12,1059,605,103,335
506,224,14,1154,392,70,246
507,224,12,1057,601,105,330
508,225,14,1154,389,69,251
509,225,12,1056,599,108,320
510,226,10,731,273,89,145
511,226,14,1154,392,69,246
512,226,12,1055,600,109,306
513,227,10,730,274,93,144
514,227,14,1153,392,72,250
515,227,12,1056,600,108,304
516,228,10,730,273,90,145
517,228,14,1154,391,71,258
518,228,12,1057,597,106,308
519,229,10,729,275,93,143
520,229,14,1152,384,74,271
521,229,12,1059,598,102,303
522,230,10,727,277,96,141
523,230,14,1153,385,71,272
524,230,12,1059,605,106,272
525,231,10,724,279,95,141
526,231,14,1156,389,70,268
527,231,12,1062,604,104,266
528,232,10,723,280,96,142
529,232,14,1156,385,70,276
530,232,12,1063,602,101,266
531,233,14,1156,388,69,273
532,233,12,1065,599,101,267
533,234,13,1157,389,68,271
534,234,12,1069,592,93,271
535,235,13,1157,392,70,267
536,235,12,1073,590,87,268
537,236,14,1157,395,70,268
538,236,12,1073,581,88,278
539,237,14,1158,395,69,269
540,237,12,1071,576,92,284
541,238,14,1159,398,68,263
542,238,12,1074,567,92,296
543,239,14,1158,443,65,220
544,239,12,1073,565,92,291
545,240,14,1158,448,66,215
546,240,12,1075,563,95,292
547,241,14,1160,446,64,215
548,241,12,1076,563,95,290
549,242,14,1155,450,69,214
550,242,12,1079,566,101,272
551,243,14,1154,450,71,214
552,243,12,1081,566,98,269
553,244,14,1157,449,67,216
554,244,12,1082,566,97,266
555,245,14,1151,452,75,215
556,245,12,1082,569,99,258
557,246,14,1151,456,77,209
558,246,12,1084,568,99,262
559,247,13,1191,403,70,235
560,247,14,1135,450,77,219
561,247,12,1089,560,97,272
562,248,13,1194,405,73,225
563,248,14,1135,450,76,214
564,248,12,1089,555,108,273
565,249,13,1196,407,75,216
566,249,14,1135,452,76,203
567,249,12,1094,549,106,277
568,250,13,1197,411,78,204
569,250,12,1096,547,107,276
570,251,13,1196,412,79,200
571,251,12,1097,539,103,278
572,252,13,1199,411,78,203
573,252,12,1102,531,101,283
574,253,13,1201,414,77,204
575,253,12,1108,523,96,294
576,254,13,1205,414,75,206
577,254,12,1109,521,94,296
578,255,13,1203,417,77,198
579,255,12,1117,505,93,294
580,256,13,1208,415,74,203
581,256,12,1118,507,93,292
582,257,13,1208,418,74,206
583,257,12,1121,504,93,295
584,258,13,1208,420,77,206
585,258,12,1122,508,94,287
586,259,13,1210,421,77,200
587,259,12,1123,511,96,280
588,260,13,1211,421,77,204
589,260,12,1121,510,99,279
590,261,13,1210,422,81,201
591,261,12,1117,513,106,270
592,262,13,1208,425,83,199
593,262,12,1116,512,105,266
594,263,13,1210,427,80,197
595,263,14,1102,492,76,232
596,263,12,1129,528,122,240
597,264,13,1211,430,79,192
598,264,14,1100,492,71,234
599,264,12,1141,524,110,244
600,265,13,1219,430,75,197
601,265,14,1096,489,73,231
602,265,12,1141,521,108,245
603,266,13,1218,433,77,183
604,266,14,1091,493,77,226
605,266,12,1142,523,108,241
606,267,13,1221,433,74,183
607,267,14,1084,488,83,242
608,267,12,1145,523,104,243
609,268,13,1221,434,74,186
610,268,14,1084,491,83,234
611,268,12,1149,524,108,241
612,269,13,1223,436,74,196
613,269,14,1072,494,89,230
614,269,12,1151,527,114,233
615,270,13,1225,444,74,204
616,270,14,1066,499,98,223
617,270,12,1155,532,113,228
618,271,13,1226,443,75,218
619,271,14,1067,499,93,224
620,271,12,1169,522,103,233
621,272,13,1228,444,72,215
622,272,14,1070,502,89,220
623,272,12,1177,521,100,232
624,273,13,1232,443,69,228
625,273,14,1055,503,86,226
626,273,12,1190,515,90,237
627,274,13,1233,448,68,230
628,274,14,1059,501,78,228
629,275,13,1228,450,68,306
630,275,14,1054,509,75,236
631,276,12,1226,472,69,274
632,276,14,1052,509,74,237
633,277,13,1225,469,75,279
634,277,14,1049,512,81,231
635,278,13,1224,469,85,275
636,278,14,1046,513,82,231
637,279,14,1043,514,88,231
638,279,12,1216,502,96,249
639,280,12,1229,483,91,259
640,280,14,1041,512,91,244
641,281,13,1234,468,93,271
642,281,14,1040,517,91,246
643,282,13,1241,479,93,252
644,282,14,1041,521,92,242
645,283,12,1241,474,100,261
646,283,14,1042,523,89,241
647,284,12,1246,471,103,267
648,284,14,1042,528,85,238
649,285,12,1250,464,103,270
650,285,14,1043,529,84,238
651,286,12,1257,459,101,282
652,286,14,1042,532,88,238
653,287,12,1263,462,101,276
654,287,14,1042,534,90,237
655,288,13,1268,466,95,263
656,288,14,1042,532,91,245
657,289,13,1267,459,101,281
658,289,14,1042,534,95,245
659,290,13,1272,468,96,272
660,290,14,1045,541,96,258
661,291,13,1272,475,97,263
662,291,14,1043,543,101,249
663,292,13,1271,477,99,261
664,292,14,1045,544,100,249
665,293,13,1272,477,89,261
666,293,14,1046,545,100,250
667,294,13,1273,477,82,263
668,294,14,1044,545,103,254
669,295,13,1273,477,87,254
670,295,14,1042,548,105,257
671,296,13,1272,478,90,245
672,296,14,1040,550,107,259
673,297,13,1270,483,89,238
674,297,14,1041,553,106,257
675,297,11,0,746,116,307
676,298,13,1269,482,88,244
677,298,14,1042,555,104,258
678,298,11,1,726,173,329
679,299,13,1267,483,92,246
680,299,12,1317,514,86,229
681,299,14,1040,560,106,260
682,299,11,0,738,187,314
683,300,13,1265,484,94,243
684,300,12,1316,503,98,227
685,300,14,1040,562,106,267
686,301,13,1265,488,92,238
687,301,12,1319,500,99,233
688,301,14,1042,560,101,278
689,302,13,1266,490,89,236
690,302,12,1323,500,96,233
691,302,14,1041,563,99,274
692,303,13,1266,493,89,235
693,303,12,1328,500,94,235
694,303,14,1040,566,101,268
695,304,13,1265,493,91,234
696,304,12,1331,500,94,233
697,304,14,1033,559,110,299
698,304,11,24,739,177,321
699,305,13,1269,495,89,232
700,305,12,1335,499,91,233
701,305,14,1034,561,106,295
702,306,13,1272,495,87,234
703,306,12,1336,497,92,237
704,306,14,1033,563,106,293
705,307,13,1273,496,86,235
706,307,12,1336,496,93,242
707,307,14,1032,566,104,287
708,308,13,1275,497,85,234
709,308,12,1337,494,92,246
710,308,14,1030,571,110,278
711,309,13,1274,496,86,235
712,309,12,1339,493,96,246
713,309,14,1030,575,114,273
714,310,13,1276,495,85,238
715,310,12,1335,489,101,248
716,310,14,1030,581,116,270
717,310,11,83,755,115,295
718,311,13,1276,497,85,234
719,311,12,1338,487,99,249
720,311,14,1031,591,114,268
721,311,11,98,750,121,313
722,312,13,1275,498,86,232
723,312,12,1337,486,103,244
724,312,14,1030,595,112,267
725,312,11,101,745,162,326
726,313,13,1273,498,89,233
727,313,12,1340,486,104,241
728,313,14,1031,600,110,260
729,313,11,107,746,164,322
730,314,13,1273,500,89,233
731,314,12,1342,483,102,243
732,314,14,1031,600,111,266
733,314,11,113,747,164,317
734,315,12,1344,482,100,243
735,315,13,1274,508,89,235
736,315,14,1029,604,114,268
737,315,11,123,750,157,314
738,316,12,1345,480,97,249
739,316,13,1274,506,92,241
740,316,14,1028,604,113,275
741,316,11,127,749,156,318
742,317,12,1346,479,97,248
743,317,13,1275,507,90,241
744,317,14,1027,599,118,304
745,317,11,132,751,151,315
746,318,12,1347,479,94,248
747,318,13,1276,507,88,244
748,318,14,1027,602,119,302
749,318,11,153,761,120,293
750,319,12,1346,480,89,242
751,319,13,1275,507,87,243
752,319,14,1029,603,119,302
753,319,11,173,746,104,343
754,320,12,1344,476,91,243
755,320,13,1274,510,87,239
756,320,14,1031,603,118,302
757,320,11,178,750,107,338
758,321,12,1343,475,91,244
759,321,13,1274,511,84,239
760,321,14,1032,610,118,292
761,321,11,189,747,109,344
762,322,12,1343,473,87,246
763,322,13,1274,512,82,240
764,322,14,1031,617,117,280
765,322,11,199,745,116,346
766,323,12,1346,474,82,240
767,323,13,1275,512,80,239
768,323,14,1033,621,118,277
769,323,11,204,748,121,341
770,324,12,1346,473,82,238
771,324,13,1273,513,80,240
772,324,14,1032,632,119,277
773,324,11,198,764,158,316
774,325,12,1344,473,81,236
775,325,13,1272,514,83,238
776,325,14,1031,637,120,279
777,325,11,205,764,159,314
778,326,12,1342,473,82,233
779,326,13,1271,514,84,238
780,326,14,1030,639,117,281
781,326,11,222,763,184,317
782,327,12,1340,470,80,243
783,327,13,1271,513,84,239
784,327,14,1031,638,110,286
785,327,11,230,768,190,307
786,328,13,1269,512,83,239
787,328,14,1032,643,106,277
788,328,11,241,768,182,309
789,329,12,1338,468,79,247
790,329,13,1270,514,83,236
791,329,14,1033,643,100,277
792,329,11,253,767,181,313
793,330,13,1272,510,78,239
794,330,14,1033,630,91,329
795,330,11,257,769,188,312
796,331,13,1273,507,77,244
797,331,14,1031,631,92,330
798,331,11,263,770,185,310
799,332,13,1273,510,74,241
800,332,14,1026,636,98,325
801,332,11,270,769,176,307
802,333,12,1334,459,80,214
803,333,13,1274,510,75,241
804,333,14,1024,641,98,317
805,333,11,274,768,169,307
806,334,13,1274,517,77,233
807,334,14,1020,642,99,316
808,334,11,296,760,121,322
809,335,13,1272,519,79,232
810,335,14,1017,653,95,300
811,335,11,301,759,117,324
812,336,13,1272,520,81,232
813,336,14,1011,659,102,310
814,336,11,320,754,105,331
815,337,13,1273,519,88,234
816,337,14,1005,664,100,304
817,337,11,330,743,95,351
818,338,13,1270,521,93,231
819,338,14,1000,664,100,316
820,338,11,341,752,95,334
821,339,13,1267,524,97,225
822,339,14,997,666,100,314
823,339,16,1,733,159,322
824,339,11,358,766,95,314
825,340,13,1270,527,94,224
826,340,14,996,657,93,360
827,340,11,365,770,102,306
828,341,13,1272,528,91,224
829,341,14,996,656,92,364
830,341,16,0,739,165,315
831,341,11,372,766,112,309
832,342,14,993,666,94,352
833,342,16,3,729,164,327
834,342,11,375,769,117,310
835,343,-1,1276,434,89,323
836,343,14,993,671,93,345
837,343,16,8,737,157,318
838,343,11,383,779,132,294
839,344,13,1273,523,94,233
840,344,14,992,675,93,348
841,344,16,18,736,165,322
842,344,11,384,777,133,299
843,345,13,1274,527,93,229
844,345,14,991,680,96,352
845,345,11,390,777,132,300
846,346,13,1278,523,89,235
847,346,14,989,682,98,356
848,346,11,405,782,130,295
849,347,13,1282,522,81,238
850,347,14,975,694,105,334
851,347,11,419,778,118,295
852,348,13,1284,519,75,245
853,348,14,974,694,106,337
854,348,16,39,730,186,326
855,348,11,431,777,111,293
856,349,13,1285,515,76,252
857,349,14,971,702,106,324
858,349,16,52,740,207,302
859,349,11,443,778,105,289
860,350,13,1283,518,78,250
861,350,14,955,693,135,367
862,350,11,451,779,103,287
863,351,13,1286,512,75,256
864,351,16,67,749,207,294
865,351,14,965,701,111,353
866,351,11,455,785,107,281
867,352,12,1269,424,74,176
868,352,13,1283,515,80,249
869,352,16,78,744,201,297
870,352,14,957,701,115,353
871,352,11,471,778,103,300
872,353,12,1264,425,75,176
873,353,13,1282,513,82,247
874,353,16,84,733,193,314
875,353,14,951,703,116,353
876,353,11,478,778,110,298
877,354,12,1262,422,72,179
878,354,13,1279,513,86,246
879,354,16,89,734,182,316
880,354,14,946,710,117,353
881,354,11,487,784,120,291
882,355,12,1259,416,72,191
883,355,13,1281,511,82,247
884,355,14,943,720,113,353
885,355,11,501,789,125,284
886,356,12,1252,417,72,196
887,356,13,1287,516,69,241
888,356,16,140,726,124,323
889,356,14,937,726,112,344
890,356,11,495,781,169,304
891,357,16,157,711,105,342
892,357,14,935,733,109,333
893,357,11,492,773,179,311
894,358,16,161,712,106,339
895,358,14,931,735,111,329
896,358,11,507,785,190,294
897,359,16,183,711,87,331
898,359,14,930,733,107,333
899,359,11,508,782,207,304
900,360,16,189,711,83,334
901,360,14,923,740,110,318
902,360,11,504,779,212,306
903,361,13,1265,518,70,239
904,361,16,200,719,95,313
905,361,14,920,747,107,310
906,361,11,516,778,199,301
907,362,16,206,725,124,305
908,362,14,918,757,103,296
909,362,11,526,775,183,304
910,363,13,1252,513,77,248
911,363,16,198,720,164,313
912,363,14,914,755,103,297
913,363,11,540,773,174,304
914,364,13,1248,510,80,254
915,364,16,204,723,162,308
916,364,14,881,726,135,358
917,364,11,582,777,120,298
918,365,13,1244,509,86,256
919,365,16,219,723,182,311
920,365,11,598,778,109,294
921,365,14,888,761,117,316
922,366,13,1240,506,91,259
923,366,16,223,723,185,309
924,366,11,612,775,94,304
925,366,14,886,765,116,312
926,367,13,1238,505,90,262
927,367,16,233,725,173,306
928,367,11,621,767,100,313
929,367,14,885,769,112,305
930,368,13,1237,504,90,259
931,368,16,252,729,119,299
932,368,11,635,771,97,310
933,368,14,878,772,116,301
934,369,13,1235,498,85,265
935,369,16,260,724,107,310
936,369,11,647,787,98,285
937,369,14,874,772,115,305
938,370,12,1197,397,69,189
939,370,13,1231,493,81,271
940,370,16,279,726,100,306
941,370,11,654,792,104,278
942,370,14,867,778,120,295
943,371,12,1192,399,73,180
944,371,13,1231,491,80,274
945,371,16,291,729,88,298
946,371,11,658,789,121,283
947,371,14,863,786,117,285
948,372,12,1191,399,72,176
949,372,13,1228,488,77,279
950,372,16,302,729,87,295
951,372,11,667,782,119,299
952,372,14,858,791,115,283
953,373,12,1188,399,73,176
