pk_blobs_00.pdf_id,sentiment01.score,sentiment01.label
214,0.006060606,POSITIVE
215,0.06577381,POSITIVE
216,0.091136364,POSITIVE
217,0.096153846,POSITIVE
218,0.1575,POSITIVE
219,-0.191666667,NEGATIVE
220,0.266666667,POSITIVE
221,0.066666667,POSITIVE
222,-0.013194444,NEGATIVE
223,0.082857143,POSITIVE
224,0.115625,POSITIVE
225,0.191738817,POSITIVE
226,0.073333333,POSITIVE
227,0.1,POSITIVE
228,0.166666667,POSITIVE
229,0.138888889,POSITIVE
230,0.171666667,POSITIVE
231,0.08580705,POSITIVE
232,0.1,POSITIVE
233,-0.018939394,NEGATIVE
234,-0.0265625,NEGATIVE
235,0,NEUTRAL
236,0.074603175,POSITIVE
237,0.158571429,POSITIVE
238,0.160714286,POSITIVE
239,0.174861111,POSITIVE
240,0.221691176,POSITIVE
241,0.010185185,POSITIVE
242,0.195,POSITIVE
243,0.007142857,POSITIVE
244,0.000378788,POSITIVE
245,0.184665335,POSITIVE
246,0.03974359,POSITIVE
247,0.06078869,POSITIVE
248,0.055555556,POSITIVE
249,0.110416667,POSITIVE
250,0.063214286,POSITIVE
251,0.002777778,POSITIVE
252,0,NEUTRAL
253,0.049319728,POSITIVE
254,0.09,POSITIVE
255,0.105,POSITIVE
256,-0.075,NEGATIVE
257,0.03125,POSITIVE
258,-0.046875,NEGATIVE
259,0.112380952,POSITIVE
260,-0.031439394,NEGATIVE
261,0.033119658,POSITIVE
262,-0.003571429,NEGATIVE
263,-0.25,NEGATIVE
264,0.189214286,POSITIVE
265,0.002380952,POSITIVE
266,0.135784314,POSITIVE
267,0.021428571,POSITIVE
268,0.034259259,POSITIVE
269,0.089944444,POSITIVE
270,0.05,POSITIVE
271,0.032011905,POSITIVE
272,0.011111111,POSITIVE
273,0,NEUTRAL
274,-0.03125,NEGATIVE
275,0.091385281,POSITIVE
276,0.0625,POSITIVE
277,0.111,POSITIVE
278,-0.125,NEGATIVE
279,0.165340909,POSITIVE
280,0.173958333,POSITIVE
281,0.062857143,POSITIVE
282,-0.05,NEGATIVE
283,-0.189285714,NEGATIVE
284,0.116666667,POSITIVE
285,-0.175,NEGATIVE
286,0.25,POSITIVE
287,0.116666667,POSITIVE
288,0.1,POSITIVE
289,0.06702381,POSITIVE
290,0.102314815,POSITIVE
291,0.29,POSITIVE
292,0.131313131,POSITIVE
293,-0.003125,NEGATIVE
294,0.009313725,POSITIVE
295,-0.05,NEGATIVE
296,0,NEUTRAL
297,0.035521886,POSITIVE
298,0.120833333,POSITIVE
299,0.071428571,POSITIVE
300,0.058333333,POSITIVE
301,0.0225,POSITIVE
302,0.08262987,POSITIVE
303,0.092534927,POSITIVE
304,-0.02,NEGATIVE
305,0.075,POSITIVE
306,0.205,POSITIVE
307,0,NEUTRAL
308,0.064718615,POSITIVE
309,-0.087878788,NEGATIVE
310,0.053846154,POSITIVE
311,-0.1,NEGATIVE
312,-0.033812616,NEGATIVE
313,0.107352941,POSITIVE
314,-0.1,NEGATIVE
315,-0.033333333,NEGATIVE
316,-0.058333333,NEGATIVE
317,0.233333333,POSITIVE
318,0.083333333,POSITIVE
319,0.072825397,POSITIVE
320,-0.028571429,NEGATIVE
321,0.063052721,POSITIVE
322,-0.006765873,NEGATIVE
323,-0.0375,NEGATIVE
324,0,NEUTRAL
325,0.11005291,POSITIVE
326,0.204166667,POSITIVE
327,0.111335404,POSITIVE
328,0.090909091,POSITIVE
329,0.133939394,POSITIVE
330,-0.033333333,NEGATIVE
331,0.133333333,POSITIVE
332,0.15959596,POSITIVE
333,0.325,POSITIVE
334,0.025843254,POSITIVE
335,0,NEUTRAL
336,0.375,POSITIVE
337,-0.00625,NEGATIVE
338,0.040151515,POSITIVE
339,0.203202479,POSITIVE
340,1,POSITIVE
341,0.06875,POSITIVE
342,-0.083333333,NEGATIVE
343,0.06931445,POSITIVE
344,0,NEUTRAL
345,0.047222222,POSITIVE
346,0.132556936,POSITIVE
347,-0.1125,NEGATIVE
348,0.067307692,POSITIVE
349,0.079285714,POSITIVE
350,0.018181818,POSITIVE
351,0.08030303,POSITIVE
352,0.0625,POSITIVE
353,0.087357955,POSITIVE
354,0.121428571,POSITIVE
355,0.064393939,POSITIVE
356,-0.064285714,NEGATIVE
357,0.027789256,POSITIVE
358,0.021060606,POSITIVE
359,0.04015873,POSITIVE
360,0.192680556,POSITIVE
361,-0.059206349,NEGATIVE
362,5.55E-18,POSITIVE
363,0.101428571,POSITIVE
364,0,NEUTRAL
365,0,NEUTRAL
366,0.475,POSITIVE
367,0.022943723,POSITIVE
368,0.153645833,POSITIVE
369,0.095927318,POSITIVE
370,0.03974359,POSITIVE
371,0.145833333,POSITIVE
372,0.089111111,POSITIVE
373,0.06875,POSITIVE
374,0.156565657,POSITIVE
375,-0.120634921,NEGATIVE
376,0.106663575,POSITIVE
377,-0.072222222,NEGATIVE
378,0.128787879,POSITIVE
379,0.076893939,POSITIVE
380,0.105223665,POSITIVE
381,-0.050770308,NEGATIVE
382,-0.1,NEGATIVE
383,-0.06547619,NEGATIVE
384,0.2,POSITIVE
385,0.096206109,POSITIVE
386,0.024603175,POSITIVE
387,0.133428571,POSITIVE
388,-0.008333333,NEGATIVE
389,0.2,POSITIVE
390,-0.06875,NEGATIVE
391,0.040782828,POSITIVE
392,-0.047222222,NEGATIVE
393,0.206944444,POSITIVE
394,0,NEUTRAL
395,0.126666667,POSITIVE
396,0.066666667,POSITIVE
397,0.05,POSITIVE
398,0,NEUTRAL
399,0.037272727,POSITIVE
400,0.060795455,POSITIVE
401,0.094444444,POSITIVE
402,-0.022857143,NEGATIVE
403,0.186666667,POSITIVE
404,0.07906746,POSITIVE
405,0.031060606,POSITIVE
406,-0.025,NEGATIVE
407,0.0185,POSITIVE
408,0.128571429,POSITIVE
409,-0.20625,NEGATIVE
410,0.095833333,POSITIVE
411,0.085151515,POSITIVE
412,0.09,POSITIVE
413,0.035714286,POSITIVE
414,0.19984127,POSITIVE
415,-0.026948052,NEGATIVE
416,0.022883598,POSITIVE
417,0.188278388,POSITIVE
418,0.183333333,POSITIVE
419,-0.054166667,NEGATIVE
420,0.022466667,POSITIVE
421,0.1875,POSITIVE
422,0.130194805,POSITIVE
423,0.269444444,POSITIVE
424,-0.041666667,NEGATIVE
425,0.051785714,POSITIVE
426,0.026666667,POSITIVE
427,0.052222222,POSITIVE
428,0.044642857,POSITIVE
429,0.085454545,POSITIVE
430,0.138888889,POSITIVE
431,0.044642857,POSITIVE
432,0,NEUTRAL
433,0,NEUTRAL
434,-0.091666667,NEGATIVE
435,0.128071928,POSITIVE
436,0.031037415,POSITIVE
437,0.131969697,POSITIVE
438,-0.025465839,NEGATIVE
439,0.135757576,POSITIVE
440,0,NEUTRAL
441,0.045432099,POSITIVE
442,0.13328373,POSITIVE
443,0.1,POSITIVE
444,0.144444444,POSITIVE
445,0.022142857,POSITIVE
446,0.064718615,POSITIVE
447,0.25,POSITIVE
448,0.100769231,POSITIVE
449,0.030555556,POSITIVE
450,0.133333333,POSITIVE
451,0.276190476,POSITIVE
452,0.099285714,POSITIVE
453,-0.055,NEGATIVE
454,0.168253968,POSITIVE
455,0.130619048,POSITIVE
456,0.044047619,POSITIVE
457,0.116666667,POSITIVE
458,0.082539683,POSITIVE
459,0.275892857,POSITIVE
460,0.095138889,POSITIVE
461,-0.05,NEGATIVE
462,0.016428571,POSITIVE
463,-0.013003663,NEGATIVE
464,0.076666667,POSITIVE
465,0.208333333,POSITIVE
466,-0.02797619,NEGATIVE
467,0.125,POSITIVE
468,-0.071428571,NEGATIVE
469,-0.125,NEGATIVE
470,0.051641414,POSITIVE
471,0.01,POSITIVE
472,0.136,POSITIVE
473,-0.069444444,NEGATIVE
474,0.17,POSITIVE
475,0.000757576,POSITIVE
476,-0.108333333,NEGATIVE
477,0.11380303,POSITIVE
478,0.164047619,POSITIVE
479,0.00952381,POSITIVE
480,0.155238095,POSITIVE
481,0.216233766,POSITIVE
482,0.077777778,POSITIVE
483,0.05547619,POSITIVE
484,0.058630952,POSITIVE
485,0.120905797,POSITIVE
486,0.03359375,POSITIVE
487,0.101041667,POSITIVE
488,-0.141964286,NEGATIVE
489,0,NEUTRAL
490,-0.0625,NEGATIVE
491,0,NEUTRAL
492,0.161666667,POSITIVE
493,-0.026520147,NEGATIVE
494,0.118571429,POSITIVE
495,0.000833333,POSITIVE
496,0.23015873,POSITIVE
497,0,NEUTRAL
498,0.063017598,POSITIVE
499,0.083333333,POSITIVE
500,0.025,POSITIVE
501,-0.041666667,NEGATIVE
502,0.120684524,POSITIVE
503,0.033416583,POSITIVE
504,-0.035606061,NEGATIVE
505,0.1,POSITIVE
506,0.077468672,POSITIVE
507,0.130606061,POSITIVE
508,0.03125,POSITIVE
509,0.094554568,POSITIVE
510,0.002645503,POSITIVE
511,0.157653061,POSITIVE
512,0.083333333,POSITIVE
513,0.25,POSITIVE
514,0.074603175,POSITIVE
515,0.125,POSITIVE
516,0.026666667,POSITIVE
517,0.084375,POSITIVE
518,0.0796875,POSITIVE
519,-0.056493506,NEGATIVE
520,0.045833333,POSITIVE
521,0.144981061,POSITIVE
522,0.044393939,POSITIVE
523,0.182083333,POSITIVE
524,0.064880952,POSITIVE
525,0.054285714,POSITIVE
526,-0.015384615,NEGATIVE
527,0.011136905,POSITIVE
528,-0.067045455,NEGATIVE
529,0.236111111,POSITIVE
530,0.123077413,POSITIVE
531,-0.013558201,NEGATIVE
532,0.215,POSITIVE
533,0.005769231,POSITIVE
534,0.04375,POSITIVE
535,0.069872835,POSITIVE
536,0.121063312,POSITIVE
537,0.066666667,POSITIVE
538,0.011130536,POSITIVE
539,0.098627451,POSITIVE
540,0.2,POSITIVE
541,0.038945578,POSITIVE
542,0.088270677,POSITIVE
543,0.041666667,POSITIVE
544,0.166666667,POSITIVE
545,0.072857143,POSITIVE
546,0.03125,POSITIVE
547,0.141942149,POSITIVE
548,0.190909091,POSITIVE
549,0.181547619,POSITIVE
550,0.160204082,POSITIVE
551,0,NEUTRAL
552,0.244166667,POSITIVE
553,0.079545455,POSITIVE
554,0.157142857,POSITIVE
555,-0.01733631,NEGATIVE
556,0.038541667,POSITIVE
557,0.175,POSITIVE
558,0.071428571,POSITIVE
559,0.10942029,POSITIVE
560,0.075,POSITIVE
561,0.051041667,POSITIVE
562,0.166666667,POSITIVE
563,0.257136364,POSITIVE
564,0.11684492,POSITIVE
565,0.145796131,POSITIVE
566,0.071212121,POSITIVE
567,0.109438776,POSITIVE
568,0.083333333,POSITIVE
569,0.003703704,POSITIVE
570,0.160327381,POSITIVE
571,0.151111111,POSITIVE
572,0.204761905,POSITIVE
573,-0.066666667,NEGATIVE
574,0.112568871,POSITIVE
575,0.366666667,POSITIVE
576,0.123571429,POSITIVE
577,0.166269841,POSITIVE
578,0.011111111,POSITIVE
579,-0.036868687,NEGATIVE
580,-0.055357143,NEGATIVE
581,0.266666667,POSITIVE
582,0.007904491,POSITIVE
583,0.216666667,POSITIVE
584,0.022222222,POSITIVE
585,-0.003333333,NEGATIVE
586,0.3125,POSITIVE
587,0.022966507,POSITIVE
588,-0.038333333,NEGATIVE
589,0.088560606,POSITIVE
590,0.096666667,POSITIVE
591,0.07,POSITIVE
592,0.081424242,POSITIVE
593,0.112301587,POSITIVE
594,0,NEUTRAL
595,0.0625,POSITIVE
596,0.053703704,POSITIVE
597,0.14496633,POSITIVE
598,0.181904762,POSITIVE
599,-0.004545455,NEGATIVE
600,0.139166667,POSITIVE
601,0.089027778,POSITIVE
602,0,NEUTRAL
603,0.138095238,POSITIVE
604,0.333333333,POSITIVE
605,0.167376894,POSITIVE
606,-0.025,NEGATIVE
607,0.11547619,POSITIVE
608,0.091102757,POSITIVE
609,-0.021722808,NEGATIVE
610,0.058526999,POSITIVE
611,0.083333333,POSITIVE
612,0.031813187,POSITIVE
613,-0.054166667,NEGATIVE
614,0.094927536,POSITIVE
615,0.045515873,POSITIVE
616,0.140227273,POSITIVE
617,0.016224747,POSITIVE
618,0.165384615,POSITIVE
619,0.108928571,POSITIVE
620,0.159440559,POSITIVE
621,0.155431548,POSITIVE
622,-0.071428571,NEGATIVE
623,0.1496875,POSITIVE
624,0.041025641,POSITIVE
625,0.05,POSITIVE
626,0.093939394,POSITIVE
627,0.08381996,POSITIVE
628,0.096825397,POSITIVE
629,0.100833333,POSITIVE
630,-0.022435897,NEGATIVE
631,0.140185185,POSITIVE
632,0.041402116,POSITIVE
633,0.038803419,POSITIVE
634,0.25,POSITIVE
635,-0.082142857,NEGATIVE
636,-0.05,NEGATIVE
637,0.061616162,POSITIVE
638,0.023214286,POSITIVE
639,0.195833333,POSITIVE
640,0.048809524,POSITIVE
641,0.202721088,POSITIVE
642,0.21,POSITIVE
643,0.180555556,POSITIVE
644,0.002886003,POSITIVE
645,0.008333333,POSITIVE
646,0.083333333,POSITIVE
647,0.1748076,POSITIVE
648,0.247272727,POSITIVE
649,0,NEUTRAL
650,-0.266666667,NEGATIVE
651,0.02202381,POSITIVE
652,0,NEUTRAL
653,0.150515152,POSITIVE
654,0.094237013,POSITIVE
655,0,NEUTRAL
656,-0.067857143,NEGATIVE
657,0.211111111,POSITIVE
658,0.060606061,POSITIVE
659,0.031232493,POSITIVE
660,-0.126515152,NEGATIVE
661,0,NEUTRAL
662,-0.070833333,NEGATIVE
663,0.125,POSITIVE
664,0.33,POSITIVE
665,-0.083333333,NEGATIVE
666,0.2,POSITIVE
667,0.011355311,POSITIVE
668,0,NEUTRAL
669,-0.066666667,NEGATIVE
670,-0.055357143,NEGATIVE
671,0.305272727,POSITIVE
672,0.081818182,POSITIVE
673,-0.002840909,NEGATIVE
674,0.10297619,POSITIVE
675,0,NEUTRAL
676,0.051428571,POSITIVE
677,0.04534632,POSITIVE
678,0.044949495,POSITIVE
679,0.023129252,POSITIVE
680,-0.123958333,NEGATIVE
681,0.175,POSITIVE
682,0.069786096,POSITIVE
683,0.214285714,POSITIVE
684,0.3,POSITIVE
685,-0.108928571,NEGATIVE
686,0.001680672,POSITIVE
687,0.094967532,POSITIVE
688,-0.009438776,NEGATIVE
689,0.117965368,POSITIVE
690,0.098051948,POSITIVE
691,0.073169192,POSITIVE
692,0.09537415,POSITIVE
693,0.137037037,POSITIVE
694,0,NEUTRAL
695,0.122655123,POSITIVE
696,0.116666667,POSITIVE
697,0.1125,POSITIVE
698,0.092083333,POSITIVE
699,0.129809091,POSITIVE
700,-0.074545455,NEGATIVE
701,0.237254902,POSITIVE
702,0.085602679,POSITIVE
703,0.084901961,POSITIVE
704,-0.003125,NEGATIVE
705,0.101913876,POSITIVE
706,0.048308271,POSITIVE
707,0.125,POSITIVE
708,0.094155844,POSITIVE
709,-0.013888889,NEGATIVE
710,-0.002747253,NEGATIVE
711,0.080687831,POSITIVE
712,0.027840909,POSITIVE
713,0.026785714,POSITIVE
714,-0.046266234,NEGATIVE
715,0.097619048,POSITIVE
716,0.007692308,POSITIVE
717,0.107142857,POSITIVE
718,0.045595238,POSITIVE
719,-0.039583333,NEGATIVE
720,-0.0225,NEGATIVE
721,0.222727273,POSITIVE
722,-0.005555556,NEGATIVE
723,0.05,POSITIVE
724,-0.066666667,NEGATIVE
725,0.113888889,POSITIVE
726,0.066666667,POSITIVE
727,-0.04375,NEGATIVE
728,0.169940476,POSITIVE
729,0.083035714,POSITIVE
730,0,NEUTRAL
731,0,NEUTRAL
732,0.019770408,POSITIVE
733,0.059259259,POSITIVE
734,0.105545455,POSITIVE
735,0.169464286,POSITIVE
736,-0.15625,NEGATIVE
737,-0.017561983,NEGATIVE
738,0.170436508,POSITIVE
739,0.029563492,POSITIVE
740,0.081521739,POSITIVE
741,0.035858586,POSITIVE
742,0.24375,POSITIVE
743,0.014814815,POSITIVE
744,0.12953713,POSITIVE
745,0.09375,POSITIVE
746,0.0875,POSITIVE
747,-0.033333333,NEGATIVE
748,0,NEUTRAL
749,0.045454545,POSITIVE
750,0.055769231,POSITIVE
751,0.31,POSITIVE
752,0.111805556,POSITIVE
753,0.25,POSITIVE
754,0.196031746,POSITIVE
755,0.072,POSITIVE
756,-0.015625,NEGATIVE
757,0.126641414,POSITIVE
758,-0.092261905,NEGATIVE
759,0.075757576,POSITIVE
760,-0.019866071,NEGATIVE
761,0.123148148,POSITIVE
762,-0.128030303,NEGATIVE
763,-0.07191358,NEGATIVE
764,0.145833333,POSITIVE
765,0.152268519,POSITIVE
766,0.03125,POSITIVE
767,0.074074074,POSITIVE
768,0.135714286,POSITIVE
769,0.061178571,POSITIVE
770,0.130519481,POSITIVE
771,-0.15,NEGATIVE
772,0.15,POSITIVE
773,-0.016666667,NEGATIVE
774,0.09047619,POSITIVE
775,0.024458874,POSITIVE
776,0.030418019,POSITIVE
777,0.120036075,POSITIVE
778,0.016666667,POSITIVE
779,0.154421769,POSITIVE
780,0.068181818,POSITIVE
781,0.092857143,POSITIVE
782,0.011904762,POSITIVE
783,0.011105006,POSITIVE
784,0.025,POSITIVE
785,0.040625,POSITIVE
786,0.064687208,POSITIVE
787,0.141666667,POSITIVE
788,0.170868687,POSITIVE
789,0.04,POSITIVE
790,0.238333333,POSITIVE
791,0.178438228,POSITIVE
792,0.046090476,POSITIVE
793,0.171428571,POSITIVE
794,0.154910714,POSITIVE
795,0.035833333,POSITIVE
796,0.2375,POSITIVE
797,-0.05952381,NEGATIVE
798,0.027777778,POSITIVE
799,0.135107143,POSITIVE
800,0.049181548,POSITIVE
801,0,NEUTRAL
802,0.098737374,POSITIVE
803,0.127777778,POSITIVE
804,0.129479578,POSITIVE
805,0.086349206,POSITIVE
806,0.066666667,POSITIVE
807,0.077777778,POSITIVE
808,0.045,POSITIVE
809,0,NEUTRAL
810,-0.072222222,NEGATIVE
811,0.124761905,POSITIVE
812,-0.083333333,NEGATIVE
813,-0.533333333,NEGATIVE
814,0.04,POSITIVE
815,0,NEUTRAL
816,0.086666667,POSITIVE
817,0.071428571,POSITIVE
818,0.136363636,POSITIVE
819,0.028512397,POSITIVE
820,0.090634921,POSITIVE
821,0.25,POSITIVE
822,0.102857143,POSITIVE
823,0.108080808,POSITIVE
824,0.095,POSITIVE
825,0.066666667,POSITIVE
826,-0.158928571,NEGATIVE
827,0,NEUTRAL
828,0.196536797,POSITIVE
829,0,NEUTRAL
830,0.012608225,POSITIVE
831,-0.05,NEGATIVE
832,-0.1625,NEGATIVE
833,0.119166667,POSITIVE
834,0.036646259,POSITIVE
835,0.026114082,POSITIVE
836,0.041666667,POSITIVE
837,0.128636364,POSITIVE
838,0.326984127,POSITIVE
839,0,NEUTRAL
840,0.9,POSITIVE
841,0.285,POSITIVE
842,-0.010253456,NEGATIVE
843,0.074134199,POSITIVE
844,0.05,POSITIVE
845,0.1025,POSITIVE
846,-0.070918367,NEGATIVE
847,0.066346154,POSITIVE
848,0.207142857,POSITIVE
849,0.118181818,POSITIVE
850,0.193452381,POSITIVE
851,0.025,POSITIVE
852,0.057142857,POSITIVE
853,0.16547619,POSITIVE
854,0.035714286,POSITIVE
855,0.161538462,POSITIVE
856,0,NEUTRAL
857,-0.062727273,NEGATIVE
858,0.133303571,POSITIVE
859,0.043939394,POSITIVE
860,0.192045455,POSITIVE
861,0.003985507,POSITIVE
862,0.076190476,POSITIVE
863,0.087272727,POSITIVE
864,0.178472222,POSITIVE
865,-0.034469697,NEGATIVE
866,0.141856061,POSITIVE
867,-0.021969697,NEGATIVE
868,0.226785714,POSITIVE
869,0.9,POSITIVE
870,-0.004166667,NEGATIVE
871,0.132936508,POSITIVE
872,0.125,POSITIVE
873,-0.066666667,NEGATIVE
874,0.06879085,POSITIVE
875,0.35952381,POSITIVE
876,-0.093177656,NEGATIVE
877,-0.083333333,NEGATIVE
878,0.156666667,POSITIVE
879,0.046482684,POSITIVE
880,0.126430976,POSITIVE
881,0.056666667,POSITIVE
882,0,NEUTRAL
883,0.1,POSITIVE
884,-0.140277778,NEGATIVE
885,0.099404762,POSITIVE
886,0.018095238,POSITIVE
887,0.23115942,POSITIVE
888,0.06025641,POSITIVE
889,-0.055555556,NEGATIVE
890,0.041666667,POSITIVE
891,0.157142857,POSITIVE
892,0,NEUTRAL
893,0.1,POSITIVE
894,0.186315789,POSITIVE
895,0.103333333,POSITIVE
896,0.077982586,POSITIVE
897,0.065750916,POSITIVE
898,0.5,POSITIVE
899,0.109090909,POSITIVE
900,0.050549451,POSITIVE
901,0.221759259,POSITIVE
902,0.030612245,POSITIVE
903,0.018707483,POSITIVE
904,0.151666667,POSITIVE
905,0.17020202,POSITIVE
906,0.06875,POSITIVE
907,0.093414918,POSITIVE
908,0.03377193,POSITIVE
909,-0.068888889,NEGATIVE
910,-0.011681329,NEGATIVE
911,0.030546107,POSITIVE
912,0.375,POSITIVE
913,0.1,POSITIVE
914,0.072222222,POSITIVE
915,-0.05,NEGATIVE
916,0.046559343,POSITIVE
917,0.056534091,POSITIVE
918,-0.058418367,NEGATIVE
919,0.056666667,POSITIVE
920,-0.042857143,NEGATIVE
921,0.154861111,POSITIVE
922,0.055,POSITIVE
923,-0.018222222,NEGATIVE
924,-0.18,NEGATIVE
925,0.030833333,POSITIVE
926,0.117965368,POSITIVE
927,0.028571429,POSITIVE
928,0.020408163,POSITIVE
929,-0.036666667,NEGATIVE
930,0.316666667,POSITIVE
931,0.03,POSITIVE
932,0.185,POSITIVE
933,-0.125,NEGATIVE
934,0.175,POSITIVE
