pk_blobs_00.img_id,pk_blobs_01.text_id,match00.is_match
41,205,TRUE
41,206,TRUE
41,207,TRUE
41,208,TRUE
41,209,TRUE
42,210,TRUE
42,211,TRUE
42,212,TRUE
42,213,TRUE
42,214,TRUE
43,215,TRUE
43,216,TRUE
43,217,TRUE
43,218,TRUE
43,219,TRUE
44,220,TRUE
44,221,TRUE
44,222,TRUE
44,223,TRUE
44,224,TRUE
45,225,TRUE
45,226,TRUE
45,227,TRUE
45,228,TRUE
45,229,TRUE
46,230,TRUE
46,231,TRUE
46,232,TRUE
46,233,TRUE
46,234,TRUE
47,235,TRUE
47,236,TRUE
47,237,TRUE
47,238,TRUE
47,239,TRUE
48,240,TRUE
48,241,TRUE
48,242,TRUE
48,243,TRUE
48,244,TRUE
49,245,TRUE
49,246,TRUE
49,247,TRUE
49,248,TRUE
49,249,TRUE
50,250,TRUE
50,251,TRUE
50,252,TRUE
50,253,TRUE
50,254,TRUE
51,255,TRUE
51,256,TRUE
51,257,TRUE
51,258,TRUE
51,259,TRUE
52,260,TRUE
52,261,TRUE
52,262,TRUE
52,263,TRUE
52,264,TRUE
53,265,TRUE
53,266,TRUE
53,267,TRUE
53,268,TRUE
53,269,TRUE
54,270,TRUE
54,271,TRUE
54,272,TRUE
54,273,TRUE
54,274,TRUE
55,275,TRUE
55,276,TRUE
55,277,TRUE
55,278,TRUE
55,279,TRUE
56,280,TRUE
56,281,TRUE
56,282,TRUE
56,283,TRUE
56,284,TRUE
57,285,TRUE
57,286,TRUE
57,287,TRUE
57,288,TRUE
57,289,TRUE
58,290,TRUE
58,291,TRUE
58,292,TRUE
58,293,TRUE
58,294,TRUE
59,295,TRUE
59,296,TRUE
59,297,TRUE
59,298,TRUE
59,299,TRUE
60,300,TRUE
60,301,TRUE
60,302,TRUE
60,303,TRUE
60,304,TRUE
61,305,TRUE
61,306,TRUE
61,307,TRUE
61,308,TRUE
61,309,TRUE
62,310,TRUE
62,311,TRUE
62,312,TRUE
62,313,TRUE
62,314,TRUE
63,315,TRUE
63,316,TRUE
63,317,TRUE
63,318,TRUE
63,319,TRUE
64,320,TRUE
64,321,TRUE
64,322,TRUE
64,323,TRUE
64,324,TRUE
65,325,TRUE
65,326,TRUE
65,327,TRUE
65,328,TRUE
65,329,TRUE
66,330,TRUE
66,331,TRUE
66,332,TRUE
66,333,TRUE
66,334,TRUE
67,335,TRUE
67,336,TRUE
67,337,TRUE
67,338,TRUE
67,339,TRUE
68,340,TRUE
68,341,TRUE
68,342,TRUE
68,343,TRUE
68,344,TRUE
69,345,TRUE
69,346,TRUE
69,347,TRUE
69,348,TRUE
69,349,TRUE
70,350,TRUE
70,351,TRUE
70,352,TRUE
70,353,TRUE
70,354,TRUE
71,355,TRUE
71,356,TRUE
71,357,TRUE
71,358,TRUE
71,359,TRUE
72,360,TRUE
72,361,TRUE
72,362,TRUE
72,363,TRUE
72,364,TRUE
73,365,TRUE
73,366,TRUE
73,367,TRUE
73,368,TRUE
73,369,TRUE
74,370,TRUE
74,371,TRUE
74,372,TRUE
74,373,TRUE
74,374,TRUE
75,375,TRUE
75,376,TRUE
75,377,TRUE
75,378,TRUE
75,379,TRUE
76,380,TRUE
76,381,TRUE
76,382,TRUE
76,383,TRUE
76,384,TRUE
77,385,TRUE
77,386,TRUE
77,387,TRUE
77,388,TRUE
77,389,TRUE
78,390,TRUE
78,391,TRUE
78,392,TRUE
78,393,TRUE
78,394,TRUE
79,395,TRUE
79,396,TRUE
79,397,TRUE
79,398,TRUE
79,399,TRUE
80,400,TRUE
80,401,TRUE
80,402,TRUE
80,403,TRUE
80,404,TRUE
81,405,TRUE
81,406,TRUE
81,407,TRUE
81,408,TRUE
81,409,TRUE
82,410,TRUE
82,411,TRUE
82,412,TRUE
82,413,TRUE
82,414,TRUE
83,415,TRUE
83,416,TRUE
83,417,TRUE
83,418,TRUE
83,419,TRUE
84,420,TRUE
84,421,TRUE
84,422,TRUE
84,423,TRUE
84,424,TRUE
85,425,TRUE
85,426,TRUE
85,427,TRUE
85,428,TRUE
85,429,TRUE
86,430,TRUE
86,431,TRUE
86,432,TRUE
86,433,TRUE
86,434,TRUE
87,435,TRUE
87,436,TRUE
87,437,TRUE
87,438,TRUE
87,439,TRUE
88,440,TRUE
88,441,TRUE
88,442,TRUE
88,443,TRUE
88,444,TRUE
89,445,TRUE
89,446,TRUE
89,447,TRUE
89,448,TRUE
89,449,TRUE
90,450,TRUE
90,451,TRUE
90,452,TRUE
90,453,TRUE
90,454,TRUE
91,455,TRUE
91,456,TRUE
91,457,TRUE
91,458,TRUE
91,459,TRUE
92,460,TRUE
92,461,TRUE
92,462,TRUE
92,463,TRUE
92,464,TRUE
93,465,TRUE
93,466,TRUE
93,467,TRUE
93,468,TRUE
93,469,TRUE
94,470,TRUE
94,471,TRUE
94,472,TRUE
94,473,TRUE
94,474,TRUE
95,475,TRUE
95,476,TRUE
95,477,TRUE
95,478,TRUE
95,479,TRUE
96,480,TRUE
96,481,TRUE
96,482,TRUE
96,483,TRUE
96,484,TRUE
97,485,TRUE
97,486,TRUE
97,487,TRUE
97,488,TRUE
97,489,TRUE
98,490,TRUE
98,491,TRUE
98,492,TRUE
98,493,TRUE
98,494,TRUE
99,495,TRUE
99,496,TRUE
99,497,TRUE
99,498,TRUE
99,499,TRUE
100,500,TRUE
100,501,TRUE
100,502,TRUE
100,503,TRUE
100,504,TRUE
101,505,TRUE
101,506,TRUE
101,507,TRUE
101,508,TRUE
101,509,TRUE
102,510,TRUE
102,511,TRUE
102,512,TRUE
102,513,TRUE
102,514,TRUE
103,515,TRUE
103,516,TRUE
103,517,TRUE
103,518,TRUE
103,519,TRUE
104,520,TRUE
104,521,TRUE
104,522,TRUE
104,523,TRUE
104,524,TRUE
105,525,TRUE
105,526,TRUE
105,527,TRUE
105,528,TRUE
105,529,TRUE
106,530,TRUE
106,531,TRUE
106,532,TRUE
106,533,TRUE
106,534,TRUE
107,535,TRUE
107,536,TRUE
107,537,TRUE
107,538,TRUE
107,539,TRUE
108,540,TRUE
108,541,TRUE
108,542,TRUE
108,543,TRUE
108,544,TRUE
109,545,TRUE
109,546,TRUE
109,547,TRUE
109,548,TRUE
109,549,TRUE
110,550,TRUE
110,551,TRUE
110,552,TRUE
110,553,TRUE
110,554,TRUE
111,555,TRUE
111,556,TRUE
111,557,TRUE
111,558,TRUE
111,559,TRUE
112,560,TRUE
112,561,TRUE
112,562,TRUE
112,563,TRUE
112,564,TRUE
113,565,TRUE
113,566,TRUE
113,567,TRUE
113,568,TRUE
113,569,TRUE
114,570,TRUE
114,571,TRUE
114,572,TRUE
114,573,TRUE
114,574,TRUE
115,575,TRUE
115,576,TRUE
115,577,TRUE
115,578,TRUE
115,579,TRUE
116,580,TRUE
116,581,TRUE
116,582,TRUE
116,583,TRUE
116,584,TRUE
117,585,TRUE
117,586,TRUE
117,587,TRUE
117,588,TRUE
117,589,TRUE
118,590,TRUE
118,591,TRUE
118,592,TRUE
118,593,TRUE
118,594,TRUE
119,595,TRUE
119,596,TRUE
119,597,TRUE
119,598,TRUE
119,599,TRUE
120,600,TRUE
120,601,TRUE
120,602,TRUE
120,603,TRUE
120,604,TRUE
121,605,TRUE
121,606,TRUE
121,607,TRUE
121,608,TRUE
121,609,TRUE
122,610,TRUE
122,611,TRUE
122,612,TRUE
122,613,TRUE
122,614,TRUE
123,615,TRUE
123,616,TRUE
123,617,TRUE
123,618,TRUE
123,619,TRUE
124,620,TRUE
124,621,TRUE
124,622,TRUE
124,623,TRUE
124,624,TRUE
125,625,TRUE
125,626,TRUE
125,627,TRUE
125,628,TRUE
125,629,TRUE
126,630,TRUE
126,631,TRUE
126,632,TRUE
126,633,TRUE
126,634,TRUE
127,635,TRUE
127,636,TRUE
127,637,TRUE
127,638,TRUE
127,639,TRUE
128,640,TRUE
128,641,TRUE
128,642,TRUE
128,643,TRUE
128,644,TRUE
129,645,TRUE
129,646,TRUE
129,647,TRUE
129,648,TRUE
129,649,TRUE
130,650,TRUE
130,651,TRUE
130,652,TRUE
130,653,TRUE
130,654,TRUE
131,655,TRUE
131,656,TRUE
131,657,TRUE
131,658,TRUE
131,659,TRUE
132,660,TRUE
132,661,TRUE
132,662,TRUE
132,663,TRUE
132,664,TRUE
133,665,TRUE
133,666,TRUE
133,667,TRUE
133,668,TRUE
133,669,TRUE
134,670,TRUE
134,671,TRUE
134,672,TRUE
134,673,TRUE
134,674,TRUE
135,675,TRUE
135,676,TRUE
135,677,TRUE
135,678,TRUE
135,679,TRUE
136,680,TRUE
136,681,TRUE
136,682,TRUE
136,683,TRUE
136,684,TRUE
137,685,TRUE
137,686,TRUE
137,687,TRUE
137,688,TRUE
137,689,TRUE
138,690,TRUE
138,691,TRUE
138,692,TRUE
138,693,TRUE
138,694,TRUE
139,695,TRUE
139,696,TRUE
139,697,TRUE
139,698,TRUE
139,699,TRUE
140,700,TRUE
140,701,TRUE
140,702,TRUE
140,703,TRUE
140,704,TRUE
141,705,TRUE
141,706,TRUE
141,707,TRUE
141,708,TRUE
141,709,TRUE
142,710,TRUE
142,711,TRUE
142,712,TRUE
142,713,TRUE
142,714,TRUE
143,715,TRUE
143,716,TRUE
143,717,TRUE
143,718,TRUE
143,719,TRUE
144,720,TRUE
144,721,TRUE
144,722,TRUE
144,723,TRUE
144,724,TRUE
145,725,TRUE
145,726,TRUE
145,727,TRUE
145,728,TRUE
145,729,TRUE
146,730,TRUE
146,731,TRUE
146,732,TRUE
146,733,TRUE
146,734,TRUE
147,735,TRUE
147,736,TRUE
147,737,TRUE
147,738,TRUE
147,739,TRUE
148,740,TRUE
148,741,TRUE
148,742,TRUE
148,743,TRUE
148,744,TRUE
149,745,TRUE
149,746,TRUE
149,747,TRUE
149,748,TRUE
149,749,TRUE
150,750,TRUE
150,751,TRUE
150,752,TRUE
150,753,TRUE
150,754,TRUE
151,755,TRUE
151,756,TRUE
151,757,TRUE
151,758,TRUE
151,759,TRUE
152,760,TRUE
152,761,TRUE
152,762,TRUE
152,763,TRUE
152,764,TRUE
153,765,TRUE
153,766,TRUE
153,767,TRUE
153,768,TRUE
153,769,TRUE
154,770,TRUE
154,771,TRUE
154,772,TRUE
154,773,TRUE
154,774,TRUE
155,775,TRUE
155,776,TRUE
155,777,TRUE
155,778,TRUE
155,779,TRUE
156,780,TRUE
156,781,TRUE
156,782,TRUE
156,783,TRUE
156,784,TRUE
157,785,TRUE
157,786,TRUE
157,787,TRUE
157,788,TRUE
157,789,TRUE
158,790,TRUE
158,791,TRUE
158,792,TRUE
158,793,TRUE
158,794,TRUE
159,795,TRUE
159,796,TRUE
159,797,TRUE
159,798,TRUE
159,799,TRUE
160,800,TRUE
160,801,TRUE
160,802,TRUE
160,803,TRUE
160,804,TRUE
161,805,TRUE
161,806,TRUE
161,807,TRUE
161,808,TRUE
161,809,TRUE
162,810,TRUE
162,811,TRUE
162,812,TRUE
162,813,TRUE
162,814,TRUE
163,815,TRUE
163,816,TRUE
163,817,TRUE
163,818,TRUE
163,819,TRUE
164,820,TRUE
164,821,TRUE
164,822,TRUE
164,823,TRUE
164,824,TRUE
165,825,TRUE
165,826,TRUE
165,827,TRUE
165,828,TRUE
165,829,TRUE
166,830,TRUE
166,831,TRUE
166,832,TRUE
166,833,TRUE
166,834,TRUE
167,835,TRUE
167,836,TRUE
167,837,TRUE
167,838,TRUE
167,839,TRUE
168,840,TRUE
168,841,TRUE
168,842,TRUE
168,843,TRUE
168,844,TRUE
169,845,TRUE
169,846,TRUE
169,847,TRUE
169,848,TRUE
169,849,TRUE
170,850,TRUE
170,851,TRUE
170,852,TRUE
170,853,TRUE
170,854,TRUE
171,855,TRUE
171,856,TRUE
171,857,TRUE
171,858,TRUE
171,859,TRUE
172,860,TRUE
172,861,TRUE
172,862,TRUE
172,863,TRUE
172,864,TRUE
173,865,TRUE
173,866,TRUE
173,867,TRUE
173,868,TRUE
173,869,TRUE
174,870,TRUE
174,871,TRUE
174,872,TRUE
174,873,TRUE
174,874,TRUE
175,875,TRUE
175,876,TRUE
175,877,TRUE
175,878,TRUE
175,879,TRUE
176,880,TRUE
176,881,TRUE
176,882,TRUE
176,883,TRUE
176,884,TRUE
177,885,TRUE
177,886,TRUE
177,887,TRUE
177,888,TRUE
177,889,TRUE
178,890,TRUE
178,891,TRUE
178,892,TRUE
178,893,TRUE
178,894,TRUE
179,895,TRUE
179,896,TRUE
179,897,TRUE
179,898,TRUE
179,899,TRUE
180,900,TRUE
180,901,TRUE
180,902,TRUE
180,903,TRUE
180,904,TRUE
181,905,TRUE
181,906,TRUE
181,907,TRUE
181,908,TRUE
181,909,TRUE
182,910,TRUE
182,911,TRUE
182,912,TRUE
182,913,TRUE
182,914,TRUE
183,915,TRUE
183,916,TRUE
183,917,TRUE
183,918,TRUE
183,919,TRUE
184,920,TRUE
184,921,TRUE
184,922,TRUE
184,923,TRUE
184,924,TRUE
185,925,TRUE
185,926,TRUE
185,927,TRUE
185,928,TRUE
185,929,TRUE
186,930,TRUE
186,931,TRUE
186,932,TRUE
186,933,TRUE
186,934,TRUE
187,935,TRUE
187,936,TRUE
187,937,TRUE
187,938,TRUE
187,939,TRUE
188,940,TRUE
188,941,TRUE
188,942,TRUE
188,943,TRUE
188,944,TRUE
189,945,TRUE
189,946,TRUE
189,947,TRUE
189,948,TRUE
189,949,TRUE
190,950,TRUE
190,951,TRUE
190,952,TRUE
190,953,TRUE
190,954,TRUE
191,955,TRUE
191,956,TRUE
191,957,TRUE
191,958,TRUE
191,959,TRUE
192,960,TRUE
192,961,TRUE
192,962,TRUE
192,963,TRUE
192,964,TRUE
193,965,TRUE
193,966,TRUE
193,967,TRUE
193,968,TRUE
193,969,TRUE
194,970,TRUE
194,971,TRUE
194,972,TRUE
194,973,TRUE
194,974,TRUE
195,975,TRUE
195,976,TRUE
195,977,TRUE
195,978,TRUE
195,979,TRUE
196,980,TRUE
196,981,TRUE
196,982,TRUE
196,983,TRUE
196,984,TRUE
197,985,TRUE
197,986,TRUE
197,987,TRUE
197,988,TRUE
197,989,TRUE
198,990,TRUE
198,991,TRUE
198,992,TRUE
198,993,TRUE
198,994,TRUE
199,995,TRUE
199,996,TRUE
199,997,TRUE
199,998,TRUE
199,999,TRUE
200,1000,TRUE
200,1001,TRUE
200,1002,TRUE
200,1003,TRUE
200,1004,TRUE
201,1005,TRUE
201,1006,TRUE
201,1007,TRUE
201,1008,TRUE
201,1009,TRUE
202,1010,TRUE
202,1011,TRUE
202,1012,TRUE
202,1013,TRUE
202,1014,TRUE
203,1015,TRUE
203,1016,TRUE
203,1017,TRUE
203,1018,TRUE
203,1019,TRUE
204,1020,TRUE
204,1021,TRUE
204,1022,TRUE
204,1023,TRUE
204,1024,TRUE
205,1025,TRUE
205,1026,TRUE
205,1027,TRUE
205,1028,TRUE
205,1029,TRUE
206,1030,TRUE
206,1031,TRUE
206,1032,TRUE
206,1033,TRUE
206,1034,TRUE
207,1035,TRUE
207,1036,TRUE
207,1037,TRUE
207,1038,TRUE
207,1039,TRUE
208,1040,TRUE
208,1041,TRUE
208,1042,TRUE
208,1043,TRUE
208,1044,TRUE
209,1045,TRUE
209,1046,TRUE
209,1047,TRUE
209,1048,TRUE
209,1049,TRUE
210,1050,TRUE
210,1051,TRUE
210,1052,TRUE
210,1053,TRUE
210,1054,TRUE
211,1055,TRUE
211,1056,TRUE
211,1057,TRUE
211,1058,TRUE
211,1059,TRUE
212,1060,TRUE
212,1061,TRUE
212,1062,TRUE
212,1063,TRUE
212,1064,TRUE
213,1065,TRUE
213,1066,TRUE
213,1067,TRUE
213,1068,TRUE
213,1069,TRUE
214,1070,TRUE
214,1071,TRUE
214,1072,TRUE
214,1073,TRUE
214,1074,TRUE
215,1075,TRUE
215,1076,TRUE
215,1077,TRUE
215,1078,TRUE
215,1079,TRUE
216,1080,TRUE
216,1081,TRUE
216,1082,TRUE
216,1083,TRUE
216,1084,TRUE
217,1085,TRUE
217,1086,TRUE
217,1087,TRUE
217,1088,TRUE
217,1089,TRUE
218,1090,TRUE
218,1091,TRUE
218,1092,TRUE
218,1093,TRUE
218,1094,TRUE
219,1095,TRUE
219,1096,TRUE
219,1097,TRUE
219,1098,TRUE
219,1099,TRUE
220,1100,TRUE
220,1101,TRUE
220,1102,TRUE
220,1103,TRUE
220,1104,TRUE
221,1105,TRUE
221,1106,TRUE
221,1107,TRUE
221,1108,TRUE
221,1109,TRUE
222,1110,TRUE
222,1111,TRUE
222,1112,TRUE
222,1113,TRUE
222,1114,TRUE
223,1115,TRUE
223,1116,TRUE
223,1117,TRUE
223,1118,TRUE
223,1119,TRUE
224,1120,TRUE
224,1121,TRUE
224,1122,TRUE
224,1123,TRUE
224,1124,TRUE
225,1125,TRUE
225,1126,TRUE
225,1127,TRUE
225,1128,TRUE
225,1129,TRUE
226,1130,TRUE
226,1131,TRUE
226,1132,TRUE
226,1133,TRUE
226,1134,TRUE
227,1135,TRUE
227,1136,TRUE
227,1137,TRUE
227,1138,TRUE
227,1139,TRUE
228,1140,TRUE
228,1141,TRUE
228,1142,TRUE
228,1143,TRUE
228,1144,TRUE
229,1145,TRUE
229,1146,TRUE
229,1147,TRUE
229,1148,TRUE
229,1149,TRUE
230,1150,TRUE
230,1151,TRUE
230,1152,TRUE
230,1153,TRUE
230,1154,TRUE
231,1155,TRUE
231,1156,TRUE
231,1157,TRUE
231,1158,TRUE
231,1159,TRUE
232,1160,TRUE
232,1161,TRUE
232,1162,TRUE
232,1163,TRUE
232,1164,TRUE
233,1165,TRUE
233,1166,TRUE
233,1167,TRUE
233,1168,TRUE
233,1169,TRUE
234,1170,TRUE
234,1171,TRUE
234,1172,TRUE
234,1173,TRUE
234,1174,TRUE
235,1175,TRUE
235,1176,TRUE
235,1177,TRUE
235,1178,TRUE
235,1179,TRUE
236,1180,TRUE
236,1181,TRUE
236,1182,TRUE
236,1183,TRUE
236,1184,TRUE
237,1185,TRUE
237,1186,TRUE
237,1187,TRUE
237,1188,TRUE
237,1189,TRUE
238,1190,TRUE
238,1191,TRUE
238,1192,TRUE
238,1193,TRUE
238,1194,TRUE
239,1195,TRUE
239,1196,TRUE
239,1197,TRUE
239,1198,TRUE
239,1199,TRUE
240,1200,TRUE
240,1201,TRUE
240,1202,TRUE
240,1203,TRUE
240,1204,TRUE
241,1205,TRUE
241,1206,TRUE
241,1207,TRUE
241,1208,TRUE
241,1209,TRUE
242,1210,TRUE
242,1211,TRUE
242,1212,TRUE
242,1213,TRUE
242,1214,TRUE
243,1215,TRUE
243,1216,TRUE
243,1217,TRUE
243,1218,TRUE
243,1219,TRUE
244,1220,TRUE
244,1221,TRUE
244,1222,TRUE
244,1223,TRUE
244,1224,TRUE
245,1225,TRUE
245,1226,TRUE
245,1227,TRUE
245,1228,TRUE
245,1229,TRUE
246,1230,TRUE
246,1231,TRUE
246,1232,TRUE
246,1233,TRUE
246,1234,TRUE
247,1235,TRUE
247,1236,TRUE
247,1237,TRUE
247,1238,TRUE
247,1239,TRUE
248,1240,TRUE
248,1241,TRUE
248,1242,TRUE
248,1243,TRUE
248,1244,TRUE
249,1245,TRUE
249,1246,TRUE
249,1247,TRUE
249,1248,TRUE
249,1249,TRUE
250,1250,TRUE
250,1251,TRUE
250,1252,TRUE
250,1253,TRUE
250,1254,TRUE
251,1255,TRUE
251,1256,TRUE
251,1257,TRUE
251,1258,TRUE
251,1259,TRUE
252,1260,TRUE
252,1261,TRUE
252,1262,TRUE
252,1263,TRUE
252,1264,TRUE
253,1265,TRUE
253,1266,TRUE
253,1267,TRUE
253,1268,TRUE
253,1269,TRUE
254,1270,TRUE
254,1271,TRUE
254,1272,TRUE
254,1273,TRUE
254,1274,TRUE
255,1275,TRUE
255,1276,TRUE
255,1277,TRUE
255,1278,TRUE
255,1279,TRUE
256,1280,TRUE
256,1281,TRUE
256,1282,TRUE
256,1283,TRUE
256,1284,TRUE
257,1285,TRUE
257,1286,TRUE
257,1287,TRUE
257,1288,TRUE
257,1289,TRUE
258,1290,TRUE
258,1291,TRUE
258,1292,TRUE
258,1293,TRUE
258,1294,TRUE
259,1295,TRUE
259,1296,TRUE
259,1297,TRUE
259,1298,TRUE
259,1299,TRUE
260,1300,TRUE
260,1301,TRUE
260,1302,TRUE
260,1303,TRUE
260,1304,TRUE
261,1305,TRUE
261,1306,TRUE
261,1307,TRUE
261,1308,TRUE
261,1309,TRUE
262,1310,TRUE
262,1311,TRUE
262,1312,TRUE
262,1313,TRUE
262,1314,TRUE
263,1315,TRUE
263,1316,TRUE
263,1317,TRUE
263,1318,TRUE
263,1319,TRUE
264,1320,TRUE
264,1321,TRUE
264,1322,TRUE
264,1323,TRUE
264,1324,TRUE
265,1325,TRUE
265,1326,TRUE
265,1327,TRUE
265,1328,TRUE
265,1329,TRUE
266,1330,TRUE
266,1331,TRUE
266,1332,TRUE
266,1333,TRUE
266,1334,TRUE
267,1335,TRUE
267,1336,TRUE
267,1337,TRUE
267,1338,TRUE
267,1339,TRUE
268,1340,TRUE
268,1341,TRUE
268,1342,TRUE
268,1343,TRUE
268,1344,TRUE
269,1345,TRUE
269,1346,TRUE
269,1347,TRUE
269,1348,TRUE
269,1349,TRUE
270,1350,TRUE
270,1351,TRUE
270,1352,TRUE
270,1353,TRUE
270,1354,TRUE
271,1355,TRUE
271,1356,TRUE
271,1357,TRUE
271,1358,TRUE
271,1359,TRUE
272,1360,TRUE
272,1361,TRUE
272,1362,TRUE
272,1363,TRUE
272,1364,TRUE
273,1365,TRUE
273,1366,TRUE
273,1367,TRUE
273,1368,TRUE
273,1369,TRUE
274,1370,TRUE
274,1371,TRUE
274,1372,TRUE
274,1373,TRUE
274,1374,TRUE
275,1375,TRUE
275,1376,TRUE
275,1377,TRUE
275,1378,TRUE
275,1379,TRUE
276,1380,TRUE
276,1381,TRUE
276,1382,TRUE
276,1383,TRUE
276,1384,TRUE
277,1385,TRUE
277,1386,TRUE
277,1387,TRUE
277,1388,TRUE
277,1389,TRUE
278,1390,TRUE
278,1391,TRUE
278,1392,TRUE
278,1393,TRUE
278,1394,TRUE
279,1395,TRUE
279,1396,TRUE
279,1397,TRUE
279,1398,TRUE
279,1399,TRUE
280,1400,TRUE
280,1401,TRUE
280,1402,TRUE
280,1403,TRUE
280,1404,TRUE
281,1405,TRUE
281,1406,TRUE
281,1407,TRUE
281,1408,TRUE
281,1409,TRUE
282,1410,TRUE
282,1411,TRUE
282,1412,TRUE
282,1413,TRUE
282,1414,TRUE
283,1415,TRUE
283,1416,TRUE
283,1417,TRUE
283,1418,TRUE
283,1419,TRUE
284,1420,TRUE
284,1421,TRUE
284,1422,TRUE
284,1423,TRUE
284,1424,TRUE
285,1425,TRUE
285,1426,TRUE
285,1427,TRUE
285,1428,TRUE
285,1429,TRUE
286,1430,TRUE
286,1431,TRUE
286,1432,TRUE
286,1433,TRUE
286,1434,TRUE
287,1435,TRUE
287,1436,TRUE
287,1437,TRUE
287,1438,TRUE
287,1439,TRUE
288,1440,TRUE
288,1441,TRUE
288,1442,TRUE
288,1443,TRUE
288,1444,TRUE
289,1445,TRUE
289,1446,TRUE
289,1447,TRUE
289,1448,TRUE
289,1449,TRUE
290,1450,TRUE
290,1451,TRUE
290,1452,TRUE
290,1453,TRUE
290,1454,TRUE
291,1455,TRUE
291,1456,TRUE
291,1457,TRUE
291,1458,TRUE
291,1459,TRUE
292,1460,TRUE
292,1461,TRUE
292,1462,TRUE
292,1463,TRUE
292,1464,TRUE
293,1465,TRUE
293,1466,TRUE
293,1467,TRUE
293,1468,TRUE
293,1469,TRUE
294,1470,TRUE
294,1471,TRUE
294,1472,TRUE
294,1473,TRUE
294,1474,TRUE
295,1475,TRUE
295,1476,TRUE
295,1477,TRUE
295,1478,TRUE
295,1479,TRUE
296,1480,TRUE
296,1481,TRUE
296,1482,TRUE
296,1483,TRUE
296,1484,TRUE
297,1485,TRUE
297,1486,TRUE
297,1487,TRUE
297,1488,TRUE
297,1489,TRUE
298,1490,TRUE
298,1491,TRUE
298,1492,TRUE
