pk_objects00.frame,pk_objects00.object_id,color01.color
1951,1,grayish_blue
1952,1,white
1953,1,white
1954,1,white
1955,1,white
1956,1,white
1957,1,white
1958,1,grayish_blue
1959,1,black
1960,1,black
1961,1,black
1962,1,black
1963,1,black
1964,1,black
1965,1,black
1966,1,black
1967,1,black
1968,1,black
1969,1,black
1970,1,black
1971,1,black
1972,1,black
1973,1,black
1974,1,black
1975,1,black
1976,1,black
1977,1,black
1978,1,black
1979,1,black
1980,1,black
1981,1,black
1982,1,black
1983,1,black
1984,1,black
1985,1,black
1986,1,black
1987,1,black
1988,1,black
1989,1,black
1990,1,black
1991,1,black
1992,1,black
1993,1,black
1994,1,black
1995,1,black
1996,1,black
1997,1,black
1998,1,black
1999,1,black
2000,1,black
2001,1,black
2002,1,black
2003,1,black
2004,1,black
2005,1,black
2006,1,black
2007,1,black
2008,1,black
2009,1,black
2010,1,black
2011,1,black
2012,1,black
2013,1,black
2014,1,black
2015,1,black
2016,1,black
2017,1,black
2018,1,black
2019,1,black
2020,1,black
2021,1,black
2022,1,black
2023,1,black
2024,1,black
2025,1,black
2026,1,black
2027,1,black
2028,1,black
2029,1,black
2030,1,black
2031,1,black
2032,1,black
2033,1,black
2034,1,black
2035,1,black
2036,1,black
2037,1,black
2038,1,black
2039,1,black
2040,1,black
2041,1,black
2042,1,black
2043,1,black
2044,1,black
2045,1,black
2046,1,black
2047,1,black
2048,1,black
2049,1,black
2050,1,black
2051,1,black
2052,1,black
2053,1,black
2054,1,black
2055,1,black
2056,1,black
2057,1,black
2058,1,black
2059,1,black
2060,1,black
2061,1,black
2062,1,black
2063,1,black
2064,1,black
2065,1,black
2066,1,black
2067,1,black
2068,1,black
2069,1,black
2070,1,black
2071,1,black
2072,1,black
2073,1,black
2074,1,black
2075,1,black
2076,1,black
2077,1,black
2078,1,black
2079,1,black
2080,1,black
2081,1,black
2082,1,black
2083,1,black
2084,1,black
2085,1,black
2086,1,black
2087,1,black
2088,1,black
2089,1,black
2090,1,black
2091,1,black
2092,1,black
2093,1,black
2094,1,black
2095,1,black
2096,1,black
2097,1,black
2098,1,black
2099,1,black
2100,1,black
2101,1,black
2102,1,black
2103,1,black
2104,1,black
2105,1,black
2106,1,black
2107,1,black
2108,1,black
2109,1,black
2110,1,black
2111,1,black
2112,1,black
2113,1,black
2114,1,black
2115,1,black
2116,1,black
2117,1,black
2118,1,black
2119,1,black
2120,1,black
2121,1,black
2122,1,black
2123,1,black
2124,1,black
2125,1,black
2126,1,black
2127,1,black
2128,1,black
2129,1,black
2130,1,black
2131,1,black
2132,1,black
2133,1,black
2134,1,black
2135,1,black
2136,1,black
2137,1,black
2138,1,black
2139,1,black
2140,1,black
2141,1,black
2142,1,black
2143,1,black
2144,1,black
2145,1,black
2146,1,black
2147,1,black
2148,1,black
2149,1,black
2150,1,black
2151,1,black
2152,1,black
2153,1,black
2154,1,black
2155,1,black
2156,1,black
2157,1,black
2158,1,black
2159,1,black
2160,1,black
2161,1,black
2162,1,black
2163,1,black
2164,1,black
2165,1,black
2166,1,black
2167,1,black
2168,1,black
2169,1,black
2170,1,black
2171,1,black
2172,1,black
2173,1,black
2174,1,black
2175,1,black
2176,1,black
2177,1,black
2178,1,black
2179,1,black
2180,1,black
2181,1,black
2182,1,black
2183,1,black
2184,1,black
2185,1,black
2186,1,black
2187,1,black
2188,1,black
2189,1,black
2190,1,black
2191,1,black
2192,1,black
2193,1,black
2194,1,black
2195,1,black
2196,1,black
2197,1,black
2198,1,black
2199,1,black
2200,1,black
2201,1,black
2202,1,black
2203,1,black
2204,1,black
2205,1,black
2206,1,black
2207,1,black
2208,1,black
2209,1,black
2210,1,black
2211,1,black
2212,1,black
2213,1,black
2214,1,black
2215,1,black
2216,1,black
2217,1,black
2218,1,black
2219,1,black
2220,1,black
2221,1,black
2222,1,black
2223,1,black
2224,1,black
2225,1,black
2226,1,black
2227,1,black
2228,1,black
2229,1,black
2230,1,black
2231,1,black
2232,1,black
2233,1,black
2234,1,black
2235,1,black
2236,1,black
2237,1,black
2238,1,black
2239,1,black
2240,1,black
2241,1,black
2242,1,black
2243,1,black
2244,1,black
2245,1,black
2246,1,black
2247,1,black
2248,1,black
2249,1,black
2250,1,black
2251,1,black
2252,1,black
2253,1,black
2254,1,black
2255,1,black
2256,1,black
2257,1,black
2258,1,black
2259,1,black
2260,1,black
2261,1,black
2262,1,black
2263,1,black
2264,1,black
2265,1,black
2266,1,black
2267,1,black
2268,1,black
2269,1,black
2270,1,black
2271,1,black
2272,1,black
2273,1,black
2273,2,black
2274,1,black
2274,2,black
2275,1,black
2275,2,grayish_blue
2276,1,black
2276,2,grayish_blue
2277,1,black
2277,2,black
2278,1,black
2278,2,grayish_blue
2279,1,black
2279,2,grayish_blue
2280,1,black
2280,2,grayish_blue
2281,1,black
2281,2,grayish_blue
2282,1,black
2282,2,grayish_blue
2283,1,black
2283,2,grayish_blue
2284,1,black
2284,2,grayish_blue
2285,1,black
2285,2,grayish_blue
2286,1,black
2286,2,grayish_blue
2287,1,black
2287,2,grayish_blue
2288,1,black
2288,2,white
2289,1,black
2289,2,grayish_blue
2290,1,black
2290,2,grayish_blue
2291,1,black
2291,2,grayish_blue
2292,1,black
2292,2,grayish_blue
2293,1,black
2293,2,grayish_blue
2294,1,black
2294,2,grayish_blue
2295,1,black
2295,2,white
2296,1,black
2296,2,grayish_blue
2297,1,black
2297,2,white
2298,1,black
2298,2,white
2299,1,black
2299,2,white
2300,1,black
2300,2,grayish_blue
2301,1,black
2301,2,grayish_blue
2302,1,black
2302,2,white
2303,1,black
2303,2,white
2304,1,black
2304,2,white
2305,1,black
2305,2,grayish_blue
2306,1,black
2306,2,white
2307,1,black
2307,2,white
2308,1,black
2308,2,white
2309,1,black
2309,2,white
2310,1,black
2310,2,grayish_blue
2311,1,black
2311,2,white
2312,1,black
2312,2,white
2313,1,black
2313,2,white
2314,1,black
2314,2,white
2315,1,black
2315,2,grayish_blue
2316,1,black
2316,2,white
2317,1,black
2317,2,grayish_blue
2318,1,black
2318,2,white
2319,1,black
2319,2,white
2320,1,black
2320,2,white
2321,1,black
2321,2,white
2322,1,black
2322,2,white
2323,1,black
2323,2,white
2324,1,black
2324,2,white
2325,1,black
2325,2,white
2326,1,black
2326,2,white
2327,1,black
2327,2,white
2328,1,black
2328,2,white
2329,1,black
2329,2,white
2330,1,black
2330,2,white
2331,1,black
2331,2,white
2332,1,black
2332,2,white
2333,1,black
2333,2,white
2334,1,black
2334,2,white
2335,1,black
2335,2,white
2336,1,black
2336,2,white
2337,1,black
2337,2,white
2338,1,black
2338,2,white
2339,1,black
2339,2,white
2340,1,black
2340,2,white
2341,1,black
2341,2,white
2342,1,black
2342,2,white
2343,1,black
2343,2,white
2344,1,black
2344,2,white
2345,1,black
2345,2,white
2346,1,black
2346,2,white
2347,1,black
2347,2,white
2348,1,black
2348,2,white
2349,1,black
2349,2,white
2350,1,black
2350,2,white
2351,1,black
2351,2,white
2352,1,black
2352,2,white
2353,1,black
2353,2,white
2354,1,black
2354,2,white
2355,1,black
2355,2,white
2356,1,black
2356,2,white
2357,1,black
2357,2,white
2358,1,black
2358,2,white
2359,1,black
2359,2,white
2360,1,black
2360,2,white
2361,1,black
2361,2,white
2362,1,black
2362,2,white
2363,1,black
2363,2,white
2364,1,black
2364,2,white
2365,1,black
2365,2,white
2366,1,black
2366,2,white
2367,1,black
2367,2,white
2368,1,black
2368,2,white
2369,1,black
2369,2,white
2370,1,black
2370,2,white
2371,1,black
2371,2,white
2372,1,black
2372,2,white
2373,1,black
2373,2,white
2374,1,black
2374,2,white
2375,1,black
2375,2,white
2376,1,black
2376,2,white
2377,1,black
2377,2,white
2378,1,black
2378,2,white
2379,1,black
2379,2,white
2380,1,black
2380,2,white
2381,1,black
2381,2,white
2382,1,black
2382,2,white
2383,1,black
2383,2,white
2384,1,black
2384,2,white
2385,1,black
2385,2,white
2386,1,black
2386,2,white
2387,1,black
2387,2,white
2388,1,black
2388,2,white
2389,1,black
2389,2,white
2390,1,black
2390,2,white
2391,1,black
2391,2,white
2392,1,black
2392,2,white
2393,1,black
2393,2,white
2394,1,black
2394,2,white
2395,1,black
2395,2,white
2396,1,black
2396,2,white
2397,1,black
2397,2,white
2398,1,black
2398,2,white
2399,1,black
2399,2,white
2400,1,black
2400,2,white
2401,1,black
2401,2,white
2402,1,black
2402,2,white
2403,1,black
2403,2,white
2404,1,black
2404,2,white
2405,1,black
2405,2,white
2406,1,black
2406,2,white
2407,1,black
2407,2,white
2408,1,black
2408,2,white
2409,1,black
2409,2,white
2410,1,black
2410,2,white
2411,1,black
2411,2,white
2412,1,black
2412,2,white
2413,1,black
2413,2,white
2414,1,black
2414,2,white
2415,1,black
2415,2,white
2416,1,black
2416,2,white
2417,1,black
2417,2,white
2418,1,black
2418,2,white
2419,1,black
2419,2,white
2420,1,black
2420,2,white
2421,1,black
2421,2,white
2422,1,black
2422,2,white
2423,1,black
2423,2,white
2424,1,black
2424,2,white
2425,1,black
2425,2,white
2426,1,black
2426,2,white
2427,1,black
2427,2,white
2428,1,black
2428,2,white
2429,1,black
2429,2,white
2430,1,black
2430,2,white
2431,1,black
2431,2,white
2432,1,black
2432,2,white
2433,1,black
2433,2,white
2434,1,black
2434,2,white
2435,1,black
2435,2,white
2436,1,black
2436,2,white
2437,1,black
2437,2,white
2438,1,black
2438,2,white
2439,1,black
2439,2,white
2440,1,black
2440,2,white
2441,1,black
2441,2,white
2442,1,black
2442,2,white
2443,1,black
2443,2,white
2444,1,black
2444,2,white
2445,1,black
2445,2,white
2446,1,black
2446,2,white
2447,1,black
2447,2,white
2448,1,black
2448,2,white
2449,1,black
2449,2,white
2450,1,black
2450,2,white
2451,1,black
2451,2,white
2452,1,black
2452,2,white
2453,1,black
2453,2,white
2454,1,black
2454,2,white
2455,1,black
2455,2,white
2456,1,black
2456,2,white
2457,1,black
2457,2,white
2458,1,black
2458,2,white
2459,1,black
2459,2,white
2460,1,black
2460,2,white
2461,1,black
2461,2,white
2462,1,black
2462,2,white
2463,1,black
2463,2,white
2464,1,black
2464,2,white
2465,1,black
2465,2,white
2466,1,black
2466,2,white
2467,1,black
2467,2,white
2468,1,black
2468,2,white
2469,1,black
2469,2,white
2470,1,black
2470,2,white
2471,1,black
2471,2,white
2472,1,black
2472,2,white
2473,1,black
2473,2,white
2474,1,black
2474,2,white
2475,1,black
2475,2,white
2476,1,black
2476,2,white
2477,1,black
2477,2,white
2478,1,black
2478,2,white
2479,1,black
2479,2,white
2480,1,black
2480,2,white
2481,1,black
2481,2,white
2482,1,black
2482,2,white
2483,1,black
2483,2,white
2484,1,black
2484,2,white
2485,1,black
2485,2,white
2486,1,black
2486,2,white
2487,1,black
2487,2,white
2488,1,black
2488,2,white
2489,1,black
2489,2,white
2490,1,black
2490,2,white
2491,1,black
2491,2,white
2492,1,black
2492,2,white
2493,1,black
2493,2,white
2494,1,black
2494,2,white
2495,1,black
2495,2,white
2496,1,black
2496,2,white
2497,1,black
2497,2,white
2498,1,black
2498,2,white
2499,1,black
2499,2,white
2500,1,black
2500,2,white
2501,1,black
2501,2,white
2502,1,black
2502,2,white
2503,1,black
2503,2,white
2504,1,black
2504,2,white
2505,1,black
2505,2,white
2506,1,black
2506,2,white
2507,1,black
2507,2,white
2508,1,black
2508,2,white
2509,1,black
2509,2,white
2510,1,black
2510,2,white
2511,1,black
2511,2,white
2512,1,black
2512,2,white
2513,1,black
2513,2,white
2514,1,black
2514,2,white
2515,1,black
2515,2,white
2516,1,black
2516,2,white
2517,1,black
2517,2,white
2518,1,black
2518,2,white
2519,1,black
2519,2,white
2520,1,black
2520,2,white
2521,1,black
2521,2,white
2522,1,black
2522,2,white
2523,1,black
2523,2,white
2524,1,black
2524,2,white
2525,1,black
2525,2,white
2526,1,black
2526,2,white
2527,1,black
2527,2,white
2528,1,black
2528,2,white
2529,1,black
2529,2,white
2530,1,black
2530,2,white
2531,1,black
2531,2,white
2532,1,black
2532,2,white
2533,1,black
2533,2,white
2534,1,black
2534,2,white
2535,1,black
2535,2,white
2536,1,black
2536,2,white
2537,1,black
