out__sentiment02.tweet_id,out__sentiment02.sentiment,in__blobs00.tweet_id
265,0,265
266,1,266
267,0,267
268,1,268
269,1,269
270,0,270
271,1,271
272,0,272
273,0,273
274,1,274
275,-1,275
276,1,276
277,1,277
278,0,278
279,-1,279
280,1,280
281,0,281
282,0,282
283,0,283
284,0,284
285,1,285
286,1,286
287,1,287
288,1,288
289,1,289
290,0,290
291,1,291
292,0,292
293,1,293
294,-1,294
295,-1,295
296,0,296
297,-1,297
298,1,298
299,1,299
300,-1,300
301,-1,301
302,-1,302
303,0,303
304,1,304
305,1,305
306,1,306
307,1,307
308,1,308
309,1,309
310,0,310
311,-1,311
312,0,312
313,0,313
314,-1,314
315,-1,315
316,-1,316
317,-1,317
318,1,318
319,0,319
320,-1,320
321,1,321
322,0,322
323,-1,323
324,1,324
325,1,325
326,0,326
327,0,327
328,1,328
329,0,329
330,0,330
331,-1,331
332,1,332
333,1,333
334,0,334
335,0,335
336,0,336
337,1,337
338,0,338
339,1,339
340,0,340
341,0,341
342,0,342
343,0,343
344,1,344
345,-1,345
346,1,346
347,0,347
348,0,348
349,0,349
350,0,350
351,1,351
352,1,352
353,1,353
354,1,354
355,0,355
356,1,356
357,1,357
358,1,358
359,1,359
360,0,360
361,-1,361
362,0,362
363,0,363
364,0,364
365,0,365
366,1,366
367,1,367
368,1,368
369,-1,369
370,-1,370
371,-1,371
372,1,372
373,1,373
374,0,374
375,1,375
376,1,376
377,0,377
378,0,378
379,1,379
380,1,380
381,0,381
382,1,382
383,1,383
384,1,384
385,0,385
386,-1,386
387,0,387
388,1,388
389,0,389
390,0,390
391,-1,391
392,0,392
393,1,393
394,1,394
395,0,395
396,-1,396
397,1,397
398,1,398
399,1,399
400,0,400
401,0,401
402,0,402
403,-1,403
404,0,404
405,0,405
406,1,406
407,-1,407
408,-1,408
409,0,409
410,1,410
411,0,411
412,0,412
413,0,413
414,-1,414
415,1,415
416,-1,416
417,0,417
418,0,418
419,0,419
420,-1,420
421,-1,421
422,0,422
423,0,423
424,1,424
425,0,425
426,1,426
427,0,427
428,1,428
429,0,429
430,-1,430
431,0,431
432,0,432
433,-1,433
434,1,434
435,1,435
436,0,436
437,0,437
438,0,438
439,1,439
440,0,440
441,0,441
442,0,442
443,1,443
444,0,444
445,-1,445
446,1,446
447,1,447
448,0,448
449,0,449
450,0,450
451,0,451
452,-1,452
453,1,453
454,-1,454
455,1,455
456,-1,456
457,0,457
458,0,458
459,-1,459
460,1,460
461,1,461
462,0,462
463,0,463
464,0,464
465,1,465
466,-1,466
467,-1,467
468,-1,468
469,-1,469
470,1,470
471,0,471
472,-1,472
473,1,473
474,1,474
475,0,475
476,-1,476
477,0,477
478,0,478
479,0,479
480,0,480
481,0,481
482,-1,482
483,0,483
484,-1,484
485,0,485
486,0,486
487,0,487
488,-1,488
489,0,489
490,0,490
491,0,491
492,0,492
493,0,493
494,0,494
495,1,495
496,0,496
497,1,497
498,-1,498
499,0,499
500,1,500
501,0,501
502,0,502
503,1,503
504,0,504
505,0,505
506,-1,506
507,0,507
508,1,508
509,1,509
510,1,510
511,1,511
512,0,512
513,1,513
514,0,514
515,1,515
516,0,516
517,0,517
518,1,518
519,1,519
520,1,520
521,1,521
522,1,522
523,-1,523
524,0,524
525,1,525
526,1,526
527,1,527
528,1,528
529,0,529
530,-1,530
531,0,531
532,0,532
533,1,533
534,1,534
535,0,535
536,1,536
537,0,537
538,0,538
539,-1,539
540,0,540
541,1,541
542,-1,542
543,1,543
544,1,544
545,1,545
546,-1,546
547,0,547
548,-1,548
549,1,549
550,-1,550
551,0,551
552,1,552
553,0,553
554,0,554
555,0,555
556,1,556
557,0,557
558,1,558
559,-1,559
560,0,560
561,1,561
562,-1,562
563,-1,563
564,-1,564
565,0,565
566,1,566
567,1,567
568,1,568
569,1,569
570,0,570
571,0,571
572,-1,572
573,1,573
574,1,574
575,1,575
576,-1,576
577,1,577
578,-1,578
579,1,579
580,0,580
581,1,581
582,0,582
583,-1,583
584,0,584
585,0,585
586,0,586
587,1,587
588,0,588
589,0,589
590,0,590
591,1,591
592,1,592
593,0,593
594,0,594
595,1,595
596,-1,596
597,0,597
598,-1,598
599,1,599
600,-1,600
601,1,601
602,-1,602
603,0,603
604,1,604
605,-1,605
606,1,606
607,0,607
608,-1,608
609,1,609
610,0,610
611,0,611
612,0,612
613,0,613
614,0,614
615,1,615
616,0,616
617,1,617
618,0,618
619,1,619
620,-1,620
621,1,621
622,-1,622
623,1,623
624,0,624
625,0,625
626,1,626
627,0,627
628,-1,628
629,0,629
630,0,630
631,0,631
632,0,632
633,0,633
634,1,634
635,1,635
636,0,636
637,0,637
638,-1,638
639,1,639
640,1,640
641,1,641
642,0,642
643,0,643
644,0,644
645,0,645
646,1,646
647,0,647
648,1,648
649,1,649
650,0,650
651,1,651
652,1,652
653,0,653
654,0,654
655,-1,655
656,1,656
657,1,657
658,1,658
659,0,659
660,0,660
661,0,661
662,-1,662
663,0,663
664,0,664
665,0,665
666,1,666
667,0,667
668,0,668
669,-1,669
670,0,670
671,0,671
672,1,672
673,0,673
674,1,674
675,0,675
676,0,676
677,1,677
678,-1,678
679,-1,679
680,0,680
681,-1,681
682,0,682
683,1,683
684,1,684
685,0,685
686,0,686
687,1,687
688,0,688
689,0,689
690,1,690
691,0,691
692,1,692
693,1,693
694,0,694
695,0,695
696,1,696
697,0,697
698,1,698
699,0,699
700,-1,700
701,-1,701
702,1,702
703,-1,703
704,0,704
705,0,705
706,0,706
707,0,707
708,1,708
709,1,709
710,1,710
711,1,711
712,1,712
713,0,713
714,0,714
715,0,715
716,1,716
717,0,717
718,-1,718
719,0,719
720,0,720
721,1,721
722,-1,722
723,1,723
724,0,724
725,1,725
726,1,726
727,1,727
728,0,728
729,0,729
730,1,730
731,1,731
732,1,732
733,0,733
734,1,734
735,0,735
736,0,736
737,1,737
738,1,738
739,0,739
740,0,740
741,1,741
742,0,742
743,0,743
744,1,744
745,0,745
746,0,746
747,1,747
748,-1,748
749,1,749
750,-1,750
751,0,751
752,1,752
753,0,753
754,0,754
755,0,755
756,1,756
757,1,757
758,0,758
759,1,759
760,0,760
761,0,761
762,0,762
763,-1,763
764,1,764
765,1,765
766,0,766
767,0,767
768,0,768
769,1,769
770,-1,770
771,0,771
772,-1,772
773,1,773
774,1,774
775,1,775
776,-1,776
777,0,777
778,1,778
779,-1,779
780,0,780
781,0,781
782,-1,782
783,-1,783
784,-1,784
785,0,785
786,1,786
787,0,787
788,-1,788
789,0,789
790,0,790
791,0,791
792,0,792
793,-1,793
794,1,794
795,-1,795
796,0,796
797,-1,797
798,0,798
799,0,799
800,-1,800
801,1,801
802,-1,802
803,0,803
804,0,804
805,0,805
806,0,806
807,-1,807
808,1,808
809,0,809
810,1,810
811,1,811
812,-1,812
813,0,813
814,0,814
815,0,815
816,1,816
817,0,817
818,1,818
819,1,819
820,0,820
821,1,821
822,-1,822
823,1,823
824,1,824
825,-1,825
826,0,826
827,0,827
828,0,828
829,0,829
830,0,830
831,-1,831
832,-1,832
833,1,833
834,0,834
835,0,835
836,1,836
837,1,837
838,0,838
839,0,839
840,-1,840
841,-1,841
842,0,842
843,0,843
844,0,844
845,1,845
846,1,846
847,0,847
848,-1,848
849,1,849
850,0,850
851,0,851
852,0,852
853,0,853
854,0,854
855,1,855
856,0,856
857,1,857
858,1,858
859,1,859
860,-1,860
861,0,861
862,1,862
863,1,863
864,0,864
865,1,865
866,0,866
867,-1,867
868,0,868
869,0,869
870,0,870
871,0,871
872,1,872
873,1,873
874,-1,874
875,-1,875
876,0,876
877,0,877
878,0,878
879,0,879
880,0,880
881,0,881
882,0,882
883,1,883
884,1,884
885,0,885
886,0,886
887,-1,887
888,1,888
889,-1,889
890,0,890
891,1,891
892,-1,892
893,0,893
894,0,894
895,0,895
896,0,896
897,1,897
898,-1,898
899,0,899
900,1,900
901,1,901
902,0,902
903,1,903
904,-1,904
905,-1,905
906,1,906
907,0,907
908,0,908
909,-1,909
910,1,910
911,-1,911
912,0,912
913,0,913
914,0,914
915,0,915
916,1,916
917,0,917
918,0,918
919,0,919
920,-1,920
921,0,921
922,0,922
923,1,923
924,-1,924
925,1,925
926,0,926
927,0,927
928,1,928
929,1,929
930,0,930
931,-1,931
932,1,932
933,0,933
934,0,934
935,-1,935
936,1,936
937,-1,937
938,0,938
939,0,939
940,0,940
941,0,941
942,0,942
943,1,943
944,0,944
945,0,945
946,0,946
947,-1,947
948,1,948
949,0,949
950,1,950
951,1,951
952,1,952
953,-1,953
954,-1,954
955,1,955
956,0,956
957,0,957
958,0,958
959,1,959
960,-1,960
961,0,961
962,0,962
963,-1,963
964,0,964
965,1,965
966,0,966
967,1,967
968,0,968
969,0,969
970,1,970
971,0,971
972,1,972
973,-1,973
974,0,974
975,0,975
976,1,976
977,1,977
978,-1,978
979,0,979
980,1,980
981,0,981
982,0,982
983,-1,983
984,1,984
985,1,985
986,0,986
987,1,987
988,1,988
989,0,989
990,1,990
991,1,991
992,0,992
993,0,993
994,1,994
995,0,995
996,0,996
997,0,997
998,0,998
999,0,999
1000,1,1000
1001,0,1001
1002,0,1002
1003,1,1003
1004,0,1004
1005,1,1005
1006,0,1006
1007,-1,1007
1008,0,1008
1009,-1,1009
1010,1,1010
1011,-1,1011
1012,1,1012
1013,0,1013
1014,0,1014
1015,1,1015
1016,0,1016
1017,-1,1017
1018,-1,1018
1019,0,1019
1020,1,1020
1021,-1,1021
1022,1,1022
1023,1,1023
1024,0,1024
1025,-1,1025
1026,1,1026
1027,0,1027
1028,0,1028
1029,1,1029
1030,0,1030
1031,-1,1031
1032,1,1032
1033,-1,1033
1034,0,1034
1035,0,1035
1036,1,1036
1037,0,1037
1038,1,1038
1039,1,1039
1040,0,1040
1041,1,1041
1042,-1,1042
1043,0,1043
1044,0,1044
1045,0,1045
1046,1,1046
1047,0,1047
1048,0,1048
1049,0,1049
1050,0,1050
1051,0,1051
1052,1,1052
1053,1,1053
1054,0,1054
1055,0,1055
1056,1,1056
1057,0,1057
1058,0,1058
1059,1,1059
1060,0,1060
1061,1,1061
1062,1,1062
1063,0,1063
1064,0,1064
1065,1,1065
1066,1,1066
1067,0,1067
1068,1,1068
1069,0,1069
1070,0,1070
1071,1,1071
1072,1,1072
1073,0,1073
1074,1,1074
1075,0,1075
1076,0,1076
1077,1,1077
1078,-1,1078
1079,1,1079
1080,0,1080
1081,0,1081
1082,0,1082
1083,1,1083
1084,1,1084
1085,1,1085
1086,1,1086
1087,1,1087
1088,0,1088
1089,0,1089
1090,1,1090
1091,0,1091
1092,-1,1092
1093,0,1093
1094,1,1094
1095,0,1095
1096,0,1096
1097,-1,1097
1098,0,1098
1099,-1,1099
1100,0,1100
1101,0,1101
1102,1,1102
1103,-1,1103
1104,0,1104
1105,-1,1105
1106,1,1106
1107,0,1107
1108,0,1108
1109,-1,1109
1110,-1,1110
1111,0,1111
1112,-1,1112
1113,0,1113
1114,0,1114
1115,0,1115
1116,0,1116
1117,1,1117
1118,0,1118
1119,0,1119
1120,1,1120
1121,0,1121
1122,0,1122
1123,0,1123
1124,1,1124
1125,-1,1125
1126,-1,1126
1127,1,1127
1128,1,1128
1129,1,1129
1130,1,1130
1131,-1,1131
1132,0,1132
1133,-1,1133
1134,-1,1134
1135,0,1135
1136,0,1136
1137,0,1137
1138,0,1138
1139,1,1139
1140,1,1140
1141,-1,1141
1142,1,1142
1143,1,1143
1144,0,1144
1145,1,1145
1146,1,1146
1147,-1,1147
1148,0,1148
1149,1,1149
1150,0,1150
1151,1,1151
1152,-1,1152
1153,0,1153
1154,-1,1154
1155,1,1155
1156,-1,1156
1157,-1,1157
1158,0,1158
1159,-1,1159
1160,0,1160
1161,0,1161
1162,0,1162
1163,1,1163
1164,0,1164
1165,1,1165
1166,0,1166
1167,0,1167
1168,0,1168
1169,0,1169
1170,0,1170
1171,-1,1171
1172,1,1172
1173,-1,1173
1174,0,1174
1175,0,1175
1176,0,1176
1177,1,1177
1178,0,1178
1179,1,1179
1180,1,1180
1181,0,1181
1182,0,1182
1183,0,1183
1184,1,1184
1185,1,1185
1186,0,1186
1187,1,1187
1188,0,1188
1189,0,1189
1190,0,1190
1191,0,1191
1192,-1,1192
1193,1,1193
1194,0,1194
1195,1,1195
1196,1,1196
1197,1,1197
1198,0,1198
1199,0,1199
1200,1,1200
1201,0,1201
1202,1,1202
1203,0,1203
1204,1,1204
1205,-1,1205
1206,1,1206
1207,0,1207
1208,0,1208
1209,1,1209
1210,0,1210
1211,0,1211
1212,1,1212
1213,0,1213
1214,0,1214
1215,1,1215
1216,0,1216
1217,0,1217
1218,0,1218
1219,1,1219
1220,1,1220
1221,1,1221
1222,0,1222
1223,0,1223
1224,1,1224
1225,0,1225
1226,0,1226
1227,1,1227
1228,0,1228
1229,0,1229
1230,0,1230
1231,0,1231
1232,1,1232
1233,0,1233
1234,0,1234
1235,1,1235
1236,1,1236
1237,0,1237
1238,1,1238
1239,0,1239
1240,-1,1240
1241,0,1241
1242,1,1242
1243,1,1243
1244,0,1244
1245,1,1245
1246,1,1246
1247,1,1247
1248,1,1248
1249,0,1249
1250,0,1250
1251,1,1251
1252,-1,1252
1253,-1,1253
1254,0,1254
1255,0,1255
1256,-1,1256
1257,0,1257
1258,1,1258
1259,1,1259
1260,1,1260
1261,0,1261
1262,1,1262
1263,-1,1263
1264,1,1264
1265,1,1265
1266,-1,1266
1267,0,1267
1268,0,1268
1269,1,1269
1270,1,1270
1271,1,1271
1272,0,1272
1273,0,1273
1274,0,1274
1275,0,1275
1276,0,1276
1277,1,1277
1278,0,1278
1279,1,1279
1280,0,1280
1281,-1,1281
1282,0,1282
1283,-1,1283
1284,1,1284
1285,-1,1285
1286,0,1286
1287,-1,1287
1288,-1,1288
1289,0,1289
1290,0,1290
1291,-1,1291
1292,0,1292
1293,1,1293
1294,-1,1294
1295,1,1295
1296,1,1296
1297,-1,1297
1298,0,1298
1299,0,1299
1300,1,1300
1301,1,1301
1302,1,1302
1303,-1,1303
1304,0,1304
1305,-1,1305
1306,0,1306
1307,-1,1307
1308,0,1308
1309,0,1309
1310,-1,1310
1311,1,1311
1312,1,1312
1313,-1,1313
1314,1,1314
1315,0,1315
1316,0,1316
1317,0,1317
1318,-1,1318
1319,-1,1319
1320,-1,1320
1321,0,1321
1322,-1,1322
1323,0,1323
1324,0,1324
1325,1,1325
1326,1,1326
1327,0,1327
1328,0,1328
1329,1,1329
1330,0,1330
1331,1,1331
1332,0,1332
1333,0,1333
1334,1,1334
1335,0,1335
1336,1,1336
1337,1,1337
1338,0,1338
1339,0,1339
1340,0,1340
1341,0,1341
1342,1,1342
1343,0,1343
1344,1,1344
1345,-1,1345
1346,0,1346
1347,0,1347
1348,1,1348
1349,0,1349
1350,1,1350
1351,0,1351
1352,1,1352
1353,0,1353
1354,1,1354
1355,-1,1355
1356,0,1356
1357,0,1357
1358,1,1358
1359,1,1359
1360,1,1360
1361,0,1361
1362,0,1362
1363,-1,1363
1364,0,1364
1365,-1,1365
1366,-1,1366
1367,-1,1367
1368,0,1368
1369,0,1369
1370,-1,1370
1371,1,1371
1372,0,1372
1373,1,1373
1374,0,1374
1375,1,1375
1376,-1,1376
1377,-1,1377
1378,0,1378
1379,0,1379
1380,1,1380
1381,0,1381
1382,0,1382
1383,0,1383
1384,0,1384
1385,0,1385
1386,1,1386
1387,0,1387
1388,1,1388
1389,0,1389
1390,1,1390
1391,1,1391
1392,0,1392
1393,0,1393
1394,1,1394
1395,0,1395
1396,0,1396
1397,0,1397
1398,0,1398
1399,1,1399
1400,1,1400
1401,1,1401
1402,0,1402
1403,0,1403
1404,1,1404
1405,0,1405
1406,-1,1406
1407,0,1407
1408,1,1408
1409,0,1409
1410,-1,1410
1411,0,1411
1412,0,1412
1413,0,1413
1414,1,1414
1415,0,1415
1416,0,1416
1417,1,1417
1418,0,1418
1419,1,1419
1420,-1,1420
1421,1,1421
1422,1,1422
1423,1,1423
1424,0,1424
1425,-1,1425
1426,1,1426
1427,-1,1427
1428,1,1428
1429,1,1429
1430,0,1430
1431,-1,1431
1432,0,1432
1433,1,1433
1434,1,1434
1435,1,1435
1436,-1,1436
1437,0,1437
1438,0,1438
1439,-1,1439
1440,-1,1440
1441,0,1441
1442,-1,1442
1443,0,1443
1444,0,1444
1445,0,1445
1446,-1,1446
1447,1,1447
1448,1,1448
1449,-1,1449
1450,0,1450
1451,1,1451
1452,-1,1452
1453,0,1453
1454,1,1454
1455,-1,1455
1456,0,1456
1457,-1,1457
1458,0,1458
1459,-1,1459
1460,-1,1460
1461,0,1461
1462,0,1462
1463,0,1463
1464,1,1464
1465,1,1465
1466,-1,1466
1467,1,1467
1468,1,1468
1469,-1,1469
1470,0,1470
1471,0,1471
1472,-1,1472
1473,1,1473
1474,1,1474
1475,-1,1475
1476,-1,1476
1477,0,1477
1478,1,1478
1479,0,1479
1480,1,1480
1481,0,1481
1482,0,1482
1483,1,1483
1484,0,1484
1485,0,1485
1486,-1,1486
1487,1,1487
1488,-1,1488
1489,0,1489
1490,1,1490
1491,0,1491
1492,1,1492
1493,0,1493
1494,1,1494
1495,0,1495
1496,-1,1496
1497,0,1497
1498,1,1498
1499,0,1499
1500,-1,1500
1501,-1,1501
1502,0,1502
1503,1,1503
1504,1,1504
1505,0,1505
1506,-1,1506
1507,0,1507
1508,1,1508
1509,-1,1509
1510,1,1510
1511,0,1511
1512,1,1512
1513,0,1513
1514,1,1514
1515,1,1515
1516,-1,1516
1517,-1,1517
1518,0,1518
1519,0,1519
1520,0,1520
1521,0,1521
1522,1,1522
1523,-1,1523
1524,-1,1524
1525,0,1525
1526,-1,1526
1527,1,1527
1528,0,1528
1529,-1,1529
1530,0,1530
1531,0,1531
1532,1,1532
1533,-1,1533
1534,0,1534
1535,1,1535
1536,0,1536
1537,1,1537
1538,1,1538
1539,1,1539
1540,1,1540
1541,1,1541
1542,1,1542
1543,0,1543
1544,0,1544
1545,0,1545
1546,0,1546
1547,0,1547
1548,0,1548
1549,1,1549
1550,1,1550
1551,0,1551
1552,-1,1552
1553,0,1553
1554,-1,1554
1555,1,1555
1556,0,1556
1557,0,1557
1558,0,1558
1559,1,1559
1560,-1,1560
1561,0,1561
1562,1,1562
1563,-1,1563
1564,0,1564
1565,-1,1565
1566,0,1566
1567,1,1567
1568,0,1568
1569,0,1569
1570,-1,1570
1571,0,1571
1572,1,1572
1573,1,1573
1574,0,1574
1575,0,1575
1576,1,1576
1577,-1,1577
1578,0,1578
1579,0,1579
1580,1,1580
1581,0,1581
1582,-1,1582
1583,-1,1583
1584,1,1584
1585,0,1585
1586,0,1586
1587,1,1587
1588,0,1588
1589,0,1589
1590,1,1590
1591,0,1591
1592,1,1592
1593,1,1593
1594,0,1594
1595,0,1595
1596,0,1596
1597,1,1597
1598,0,1598
1599,0,1599
1600,-1,1600
1601,1,1601
1602,-1,1602
1603,1,1603
1604,1,1604
1605,1,1605
1606,1,1606
1607,1,1607
1608,1,1608
1609,1,1609
1610,0,1610
1611,1,1611
1612,0,1612
1613,1,1613
1614,1,1614
1615,0,1615
1616,0,1616
1617,0,1617
1618,0,1618
1619,1,1619
1620,0,1620
1621,0,1621
1622,0,1622
1623,0,1623
1624,0,1624
1625,1,1625
1626,0,1626
1627,0,1627
1628,1,1628
1629,0,1629
1630,0,1630
1631,1,1631
1632,1,1632
1633,1,1633
1634,-1,1634
1635,1,1635
1636,0,1636
1637,0,1637
1638,-1,1638
1639,1,1639
1640,1,1640
1641,0,1641
1642,1,1642
1643,-1,1643
1644,1,1644
1645,0,1645
1646,0,1646
1647,-1,1647
1648,1,1648
1649,0,1649
1650,0,1650
1651,-1,1651
1652,-1,1652
1653,0,1653
1654,0,1654
1655,-1,1655
1656,1,1656
1657,0,1657
1658,0,1658
1659,1,1659
1660,0,1660
1661,1,1661
1662,0,1662
1663,-1,1663
1664,0,1664
1665,1,1665
1666,1,1666
1667,1,1667
1668,1,1668
1669,1,1669
1670,0,1670
1671,1,1671
1672,1,1672
1673,0,1673
1674,1,1674
1675,0,1675
1676,-1,1676
1677,1,1677
1678,-1,1678
1679,-1,1679
1680,0,1680
1681,1,1681
1682,1,1682
1683,1,1683
1684,0,1684
1685,-1,1685
1686,1,1686
1687,1,1687
1688,0,1688
1689,-1,1689
1690,-1,1690
1691,1,1691
1692,0,1692
1693,0,1693
1694,0,1694
1695,0,1695
1696,0,1696
1697,1,1697
1698,1,1698
1699,1,1699
1700,1,1700
1701,0,1701
1702,0,1702
1703,-1,1703
1704,1,1704
1705,1,1705
1706,0,1706
1707,0,1707
1708,0,1708
1709,0,1709
1710,1,1710
1711,1,1711
1712,0,1712
1713,-1,1713
1714,0,1714
1715,0,1715
1716,0,1716
1717,1,1717
1718,0,1718
1719,0,1719
1720,0,1720
1721,0,1721
1722,0,1722
1723,1,1723
1724,0,1724
1725,1,1725
1726,0,1726
1727,0,1727
1728,0,1728
1729,0,1729
1730,1,1730
1731,1,1731
1732,0,1732
1733,1,1733
1734,1,1734
1735,1,1735
1736,1,1736
1737,0,1737
1738,1,1738
1739,1,1739
1740,1,1740
1741,1,1741
1742,0,1742
1743,1,1743
1744,1,1744
1745,0,1745
1746,-1,1746
1747,0,1747
1748,-1,1748
1749,0,1749
1750,1,1750
1751,-1,1751
1752,0,1752
1753,1,1753
1754,1,1754
1755,-1,1755
1756,0,1756
1757,0,1757
1758,0,1758
1759,0,1759
1760,-1,1760
1761,0,1761
1762,-1,1762
1763,-1,1763
1764,0,1764
1765,0,1765
1766,0,1766
1767,1,1767
1768,-1,1768
1769,1,1769
1770,0,1770
1771,0,1771
1772,1,1772
1773,1,1773
1774,1,1774
1775,-1,1775
1776,0,1776
1777,1,1777
1778,-1,1778
1779,-1,1779
1780,0,1780
1781,-1,1781
1782,1,1782
1783,-1,1783
1784,0,1784
1785,0,1785
1786,0,1786
1787,1,1787
1788,1,1788
1789,0,1789
1790,0,1790
1791,0,1791
1792,0,1792
1793,1,1793
1794,1,1794
1795,0,1795
1796,0,1796
1797,1,1797
1798,1,1798
1799,-1,1799
1800,0,1800
1801,0,1801
1802,0,1802
1803,1,1803
1804,1,1804
1805,1,1805
1806,1,1806
1807,1,1807
1808,0,1808
1809,1,1809
1810,0,1810
1811,0,1811
1812,0,1812
1813,-1,1813
1814,1,1814
1815,1,1815
1816,0,1816
1817,0,1817
1818,1,1818
1819,1,1819
1820,1,1820
1821,1,1821
1822,1,1822
1823,1,1823
1824,1,1824
1825,-1,1825
1826,-1,1826
1827,1,1827
1828,0,1828
1829,0,1829
1830,1,1830
1831,0,1831
1832,1,1832
1833,-1,1833
1834,1,1834
1835,1,1835
1836,0,1836
1837,1,1837
1838,-1,1838
1839,0,1839
1840,1,1840
1841,0,1841
1842,0,1842
1843,0,1843
1844,0,1844
1845,-1,1845
1846,1,1846
1847,0,1847
1848,0,1848
1849,-1,1849
1850,0,1850
1851,1,1851
1852,1,1852
1853,0,1853
1854,0,1854
1855,0,1855
1856,1,1856
1857,1,1857
1858,-1,1858
1859,0,1859
1860,1,1860
1861,1,1861
1862,-1,1862
1863,0,1863
1864,-1,1864
1865,1,1865
1866,0,1866
1867,0,1867
1868,0,1868
1869,-1,1869
1870,0,1870
1871,1,1871
1872,0,1872
1873,0,1873
1874,1,1874
1875,0,1875
1876,0,1876
1877,1,1877
1878,0,1878
1879,1,1879
1880,1,1880
1881,1,1881
1882,-1,1882
1883,0,1883
1884,0,1884
1885,0,1885
1886,0,1886
1887,1,1887
1888,0,1888
1889,0,1889
1890,1,1890
1891,1,1891
1892,-1,1892
1893,0,1893
1894,0,1894
1895,1,1895
1896,1,1896
1897,0,1897
1898,0,1898
1899,1,1899
1900,0,1900
1901,1,1901
1902,-1,1902
1903,0,1903
1904,-1,1904
1905,1,1905
1906,1,1906
1907,0,1907
1908,1,1908
1909,0,1909
1910,-1,1910
1911,1,1911
1912,1,1912
1913,1,1913
1914,1,1914
1915,0,1915
1916,-1,1916
1917,1,1917
1918,1,1918
1919,0,1919
1920,0,1920
1921,0,1921
1922,0,1922
1923,0,1923
1924,-1,1924
1925,0,1925
1926,1,1926
1927,0,1927
1928,1,1928
1929,1,1929
1930,0,1930
1931,1,1931
1932,1,1932
1933,1,1933
1934,0,1934
1935,0,1935
1936,0,1936
1937,0,1937
1938,0,1938
1939,1,1939
1940,1,1940
1941,0,1941
1942,0,1942
1943,-1,1943
1944,0,1944
1945,-1,1945
1946,1,1946
